day,date,year,month,day_of_month,day_of_week,is_weekend,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,powerball,sum_main_balls,mean_main_balls,min_main_ball,max_main_ball,range_main_balls,odd_count,even_count,is_powerball_even
932,2018-12-12,2018,12,12,2,0,6,24,34,37,38,50,40,189,31.5,6,50,44,1,5,1
933,2018-12-15,2018,12,15,5,1,16,17,32,43,50,51,23,209,34.83,16,51,35,3,3,0
934,2018-12-19,2018,12,19,2,0,14,19,33,38,45,52,51,201,33.5,14,52,38,3,3,0
935,2018-12-22,2018,12,22,5,1,2,19,24,39,45,51,40,180,30.0,2,51,49,4,2,1
936,2018-12-26,2018,12,26,2,0,1,6,12,15,20,29,26,83,13.83,1,29,28,3,3,1
937,2018-12-29,2018,12,29,5,1,7,9,15,50,51,52,33,184,30.67,7,52,45,4,2,0
938,2019-01-02,2019,1,2,2,0,4,8,12,14,27,40,24,105,17.5,4,40,36,1,5,1
939,2019-01-05,2019,1,5,5,1,5,14,25,27,35,39,1,145,24.17,5,39,34,5,1,0
940,2019-01-09,2019,1,9,2,0,3,8,15,26,32,43,46,127,21.17,3,43,40,3,3,1
941,2019-01-12,2019,1,12,5,1,4,11,16,18,21,46,12,116,19.33,4,46,42,2,4,1
942,2019-01-16,2019,1,16,2,0,19,33,44,48,49,52,9,245,40.83,19,52,33,3,3,0
943,2019-01-19,2019,1,19,5,1,2,7,17,24,39,46,27,135,22.5,2,46,44,3,3,0
944,2019-01-23,2019,1,23,2,0,3,5,24,28,32,38,40,130,21.67,3,38,35,2,4,1
945,2019-01-26,2019,1,26,5,1,7,11,23,29,40,45,14,155,25.83,7,45,38,5,1,1
946,2019-01-30,2019,1,30,2,0,21,23,26,38,44,48,36,200,33.33,21,48,27,2,4,1
947,2019-02-02,2019,2,2,5,1,1,6,19,28,32,48,40,134,22.33,1,48,47,2,4,1
948,2019-02-06,2019,2,6,2,0,7,13,29,32,36,45,27,162,27.0,7,45,38,4,2,0
949,2019-02-09,2019,2,9,5,1,6,10,17,31,40,49,24,153,25.5,6,49,43,3,3,1
950,2019-02-13,2019,2,13,2,0,14,26,28,29,32,46,51,175,29.17,14,46,32,1,5,0
951,2019-02-16,2019,2,16,5,1,10,17,25,29,39,47,27,167,27.83,10,47,37,5,1,0
952,2019-02-20,2019,2,20,2,0,6,16,21,27,30,52,35,152,25.33,6,52,46,2,4,0
953,2019-02-23,2019,2,23,5,1,2,3,13,25,40,52,38,135,22.5,2,52,50,3,3,1
954,2019-02-27,2019,2,27,2,0,15,17,18,33,36,38,20,157,26.17,15,38,23,3,3,1
955,2019-03-02,2019,3,2,5,1,16,17,20,29,34,35,6,151,25.17,16,35,19,3,3,1
956,2019-03-06,2019,3,6,2,0,6,16,23,24,30,46,43,145,24.17,6,46,40,1,5,0
957,2019-03-09,2019,3,9,5,1,20,24,32,36,48,49,22,209,34.83,20,49,29,1,5,1
958,2019-03-13,2019,3,13,2,0,12,16,43,45,46,48,33,210,35.0,12,48,36,2,4,0
959,2019-03-16,2019,3,16,5,1,2,12,31,34,47,51,6,177,29.5,2,51,49,3,3,1
960,2019-03-20,2019,3,20,2,0,12,35,37,42,47,50,29,223,37.17,12,50,38,3,3,0
961,2019-03-23,2019,3,23,5,1,2,33,34,38,40,46,21,193,32.17,2,46,44,1,5,0
962,2019-03-27,2019,3,27,2,0,5,11,17,24,46,52,38,155,25.83,5,52,47,3,3,1
963,2019-03-30,2019,3,30,5,1,10,16,22,28,36,37,42,149,24.83,10,37,27,1,5,1
964,2019-04-03,2019,4,3,2,0,26,29,32,45,49,51,22,232,38.67,26,51,25,4,2,1
965,2019-04-06,2019,4,6,5,1,13,14,23,25,29,43,39,147,24.5,13,43,30,5,1,0
966,2019-04-10,2019,4,10,2,0,1,6,13,18,36,47,34,121,20.17,1,47,46,3,3,1
967,2019-04-13,2019,4,13,5,1,13,16,22,34,39,46,37,170,28.33,13,46,33,2,4,0
968,2019-04-17,2019,4,17,2,0,1,19,38,42,50,51,21,201,33.5,1,51,50,3,3,0
969,2019-04-20,2019,4,20,5,1,5,10,16,30,33,39,13,133,22.17,5,39,34,3,3,0
970,2019-04-24,2019,4,24,2,0,1,4,8,28,50,52,45,143,23.83,1,52,51,1,5,0
971,2019-04-27,2019,4,27,5,1,4,19,21,43,44,51,13,182,30.33,4,51,47,4,2,0
972,2019-05-01,2019,5,1,2,0,2,6,10,30,42,45,35,135,22.5,2,45,43,1,5,0
973,2019-05-04,2019,5,4,5,1,3,27,32,34,41,50,16,187,31.17,3,50,47,3,3,1
974,2019-05-08,2019,5,8,2,0,1,27,28,31,37,50,14,174,29.0,1,50,49,4,2,1
975,2019-05-11,2019,5,11,5,1,25,28,35,36,41,45,48,210,35.0,25,45,20,4,2,1
976,2019-05-15,2019,5,15,2,0,20,23,29,31,32,52,42,187,31.17,20,52,32,3,3,1
977,2019-05-18,2019,5,18,5,1,1,5,13,20,36,52,16,127,21.17,1,52,51,3,3,1
978,2019-05-22,2019,5,22,2,0,2,3,23,24,50,52,19,154,25.67,2,52,50,2,4,0
979,2019-05-25,2019,5,25,5,1,4,6,12,17,32,34,8,105,17.5,4,34,30,1,5,1
980,2019-05-29,2019,5,29,2,0,11,19,28,34,46,52,32,190,31.67,11,52,41,2,4,1
981,2019-06-01,2019,6,1,5,1,4,12,27,30,46,50,23,169,28.17,4,50,46,1,5,0
982,2019-06-05,2019,6,5,2,0,9,15,26,39,46,50,20,185,30.83,9,50,41,3,3,1
983,2019-06-08,2019,6,8,5,1,11,14,16,44,49,52,45,186,31.0,11,52,41,2,4,0
984,2019-06-12,2019,6,12,2,0,1,2,31,34,43,50,13,161,26.83,1,50,49,3,3,0
985,2019-06-15,2019,6,15,5,1,2,4,9,13,32,39,21,99,16.5,2,39,37,3,3,0
986,2019-06-19,2019,6,19,2,0,4,9,16,18,19,22,39,88,14.67,4,22,18,2,4,0
987,2019-06-22,2019,6,22,5,1,3,9,10,33,48,52,19,155,25.83,3,52,49,3,3,0
988,2019-06-26,2019,6,26,2,0,10,14,26,37,42,44,19,173,28.83,10,44,34,1,5,0
989,2019-06-29,2019,6,29,5,1,38,41,43,45,51,52,37,270,45.0,38,52,14,4,2,0
990,2019-07-03,2019,7,3,2,0,8,16,17,22,50,51,25,164,27.33,8,51,43,2,4,0
991,2019-07-06,2019,7,6,5,1,1,21,26,29,38,41,23,156,26.0,1,41,40,4,2,0
992,2019-07-10,2019,7,10,2,0,4,6,20,28,46,49,3,153,25.5,4,49,45,1,5,0
993,2019-07-13,2019,7,13,5,1,6,17,22,26,42,43,29,156,26.0,6,43,37,2,4,0
994,2019-07-17,2019,7,17,2,0,5,6,10,32,38,45,36,136,22.67,5,45,40,2,4,1
995,2019-07-20,2019,7,20,5,1,8,24,28,29,32,51,45,172,28.67,8,51,43,2,4,0
996,2019-07-24,2019,7,24,2,0,1,11,29,36,43,46,40,166,27.67,1,46,45,4,2,1
997,2019-07-27,2019,7,27,5,1,8,33,40,44,48,52,21,225,37.5,8,52,44,1,5,0
998,2019-07-31,2019,7,31,2,0,2,3,10,18,45,48,36,126,21.0,2,48,46,2,4,1
999,2019-08-03,2019,8,3,5,1,12,22,26,33,47,49,9,189,31.5,12,49,37,3,3,0
1000,2019-08-07,2019,8,7,2,0,15,19,24,27,44,52,22,181,30.17,15,52,37,3,3,1
1001,2019-08-10,2019,8,10,5,1,6,20,21,26,45,48,44,166,27.67,6,48,42,2,4,1
1002,2019-08-14,2019,8,14,2,0,10,23,28,30,33,41,35,165,27.5,10,41,31,3,3,0
1003,2019-08-17,2019,8,17,5,1,5,14,40,49,51,52,2,211,35.17,5,52,47,3,3,1
1004,2019-08-21,2019,8,21,2,0,14,19,22,29,35,36,51,155,25.83,14,36,22,3,3,0
1005,2019-08-24,2019,8,24,5,1,3,13,18,26,33,47,1,140,23.33,3,47,44,4,2,0
1006,2019-08-28,2019,8,28,2,0,6,13,14,42,43,51,20,169,28.17,6,51,45,3,3,1
1007,2019-08-31,2019,8,31,5,1,15,22,25,27,39,41,19,169,28.17,15,41,26,5,1,0
1008,2019-09-04,2019,9,4,2,0,1,14,21,40,42,44,22,162,27.0,1,44,43,2,4,1
1009,2019-09-07,2019,9,7,5,1,9,13,14,20,23,33,46,112,18.67,9,33,24,4,2,1
1010,2019-09-11,2019,9,11,2,0,5,10,32,35,36,49,26,167,27.83,5,49,44,3,3,1
1011,2019-09-14,2019,9,14,5,1,4,25,27,28,37,47,29,168,28.0,4,47,43,4,2,0
1012,2019-09-18,2019,9,18,2,0,20,21,39,49,50,52,47,231,38.5,20,52,32,3,3,0
1013,2019-09-21,2019,9,21,5,1,10,22,23,29,31,41,20,156,26.0,10,41,31,4,2,1
1014,2019-09-25,2019,9,25,2,0,1,2,5,6,10,49,20,73,12.17,1,49,48,3,3,1
1015,2019-09-28,2019,9,28,5,1,3,17,24,28,42,46,14,160,26.67,3,46,43,2,4,1
1016,2019-10-02,2019,10,2,2,0,8,16,18,35,37,40,12,154,25.67,8,40,32,2,4,1
1017,2019-10-05,2019,10,5,5,1,2,12,23,24,25,43,17,129,21.5,2,43,41,3,3,0
1018,2019-10-09,2019,10,9,2,0,3,8,27,44,49,50,7,181,30.17,3,50,47,3,3,0
1019,2019-10-12,2019,10,12,5,1,8,13,24,25,34,48,38,152,25.33,8,48,40,2,4,1
1020,2019-10-16,2019,10,16,2,0,7,8,20,21,25,33,41,114,19.0,7,33,26,4,2,0
1021,2019-10-19,2019,10,19,5,1,8,17,27,38,48,52,30,190,31.67,8,52,44,2,4,1
1022,2019-10-23,2019,10,23,2,0,9,11,15,16,20,46,40,117,19.5,9,46,37,3,3,1
1023,2019-10-26,2019,10,26,5,1,14,18,24,30,33,37,28,156,26.0,14,37,23,2,4,1
1024,2019-10-30,2019,10,30,2,0,11,19,25,35,39,51,6,180,30.0,11,51,40,6,0,1
1025,2019-11-02,2019,11,2,5,1,2,4,13,20,33,46,27,118,19.67,2,46,44,2,4,0
1026,2019-11-06,2019,11,6,2,0,15,16,19,29,47,50,21,176,29.33,15,50,35,4,2,0
1027,2019-11-09,2019,11,9,5,1,16,19,23,41,50,52,20,201,33.5,16,52,36,3,3,1
1028,2019-11-13,2019,11,13,2,0,1,17,22,26,28,34,48,128,21.33,1,34,33,2,4,1
1029,2019-11-16,2019,11,16,5,1,11,19,22,35,44,47,26,178,29.67,11,47,36,4,2,1
1030,2019-11-20,2019,11,20,2,0,1,10,22,32,40,49,8,154,25.67,1,49,48,2,4,1
1031,2019-11-23,2019,11,23,5,1,9,10,25,27,51,52,5,174,29.0,9,52,43,4,2,0
1032,2019-11-27,2019,11,27,2,0,12,14,17,20,34,37,26,134,22.33,12,37,25,2,4,1
1033,2019-11-30,2019,11,30,5,1,4,8,17,18,34,43,48,124,20.67,4,43,39,2,4,1
1034,2019-12-04,2019,12,4,2,0,3,14,25,39,48,51,28,180,30.0,3,51,48,4,2,1
1035,2019-12-07,2019,12,7,5,1,11,12,15,20,34,46,27,138,23.0,11,46,35,2,4,0
1036,2019-12-11,2019,12,11,2,0,3,6,18,28,31,50,24,136,22.67,3,50,47,2,4,1
1037,2019-12-14,2019,12,14,5,1,2,3,6,23,34,49,20,117,19.5,2,49,47,3,3,1
1038,2019-12-18,2019,12,18,2,0,10,17,24,32,40,44,5,167,27.83,10,44,34,1,5,0
1039,2019-12-21,2019,12,21,5,1,1,3,15,29,35,45,52,128,21.33,1,45,44,6,0,1
1040,2019-12-28,2019,12,28,5,1,4,8,11,16,29,42,28,110,18.33,4,42,38,2,4,1
1041,2020-01-01,2020,1,1,2,0,4,5,24,40,42,47,17,162,27.0,4,47,43,2,4,0
1042,2020-01-04,2020,1,4,5,1,8,13,14,41,43,44,19,163,27.17,8,44,36,3,3,0
1043,2020-01-08,2020,1,8,2,0,14,19,21,43,45,50,37,192,32.0,14,50,36,4,2,0
1044,2020-01-11,2020,1,11,5,1,6,16,18,33,47,51,29,171,28.5,6,51,45,3,3,0
1045,2020-01-15,2020,1,15,2,0,6,25,31,36,41,42,50,181,30.17,6,42,36,3,3,1
1046,2020-01-18,2020,1,18,5,1,2,8,18,46,48,49,9,171,28.5,2,49,47,1,5,0
1047,2020-01-22,2020,1,22,2,0,12,19,24,31,37,52,14,175,29.17,12,52,40,3,3,1
1048,2020-01-25,2020,1,25,5,1,15,17,22,29,35,49,25,167,27.83,15,49,34,5,1,0
1049,2020-01-29,2020,1,29,2,0,13,15,28,34,37,50,2,177,29.5,13,50,37,3,3,1
1050,2020-02-01,2020,2,1,5,1,1,13,16,25,42,47,15,144,24.0,1,47,46,4,2,0
1051,2020-02-05,2020,2,5,2,0,3,6,20,21,41,45,29,136,22.67,3,45,42,4,2,0
1052,2020-02-08,2020,2,8,5,1,3,28,37,41,42,51,14,202,33.67,3,51,48,4,2,1
1053,2020-02-12,2020,2,12,2,0,16,18,32,38,39,44,31,187,31.17,16,44,28,1,5,0
1054,2020-02-15,2020,2,15,5,1,1,7,20,23,45,48,16,144,24.0,1,48,47,4,2,1
1055,2020-02-19,2020,2,19,2,0,11,13,17,22,39,52,2,154,25.67,11,52,41,4,2,1
1056,2020-02-22,2020,2,22,5,1,7,31,32,34,46,48,41,198,33.0,7,48,41,2,4,0
1057,2020-02-26,2020,2,26,2,0,23,25,34,44,48,51,41,225,37.5,23,51,28,3,3,0
1058,2020-02-29,2020,2,29,5,1,9,23,26,28,30,34,46,150,25.0,9,34,25,2,4,1
1059,2020-03-04,2020,3,4,2,0,10,26,35,43,47,50,2,211,35.17,10,50,40,3,3,1
1060,2020-03-07,2020,3,7,5,1,1,9,12,14,30,48,46,114,19.0,1,48,47,2,4,1
1061,2020-03-11,2020,3,11,2,0,4,17,22,34,38,46,6,161,26.83,4,46,42,1,5,1
1062,2020-03-14,2020,3,14,5,1,15,16,17,29,37,39,47,153,25.5,15,39,24,5,1,0
1063,2020-03-18,2020,3,18,2,0,7,37,42,45,48,50,43,229,38.17,7,50,43,3,3,0
1064,2020-03-21,2020,3,21,5,1,3,13,36,45,47,50,46,194,32.33,3,50,47,4,2,1
1065,2020-03-25,2020,3,25,2,0,10,13,19,25,42,47,35,156,26.0,10,47,37,4,2,0
1066,2020-03-28,2020,3,28,5,1,6,13,14,19,28,45,4,125,20.83,6,45,39,3,3,1
1067,2020-04-01,2020,4,1,2,0,7,15,32,42,45,51,1,192,32.0,7,51,44,4,2,0
1068,2020-04-04,2020,4,4,5,1,3,4,10,21,24,43,22,105,17.5,3,43,40,3,3,1
1069,2020-04-08,2020,4,8,2,0,2,8,18,29,42,43,34,142,23.67,2,43,41,2,4,1
1070,2020-04-11,2020,4,11,5,1,6,25,41,43,45,48,38,208,34.67,6,48,42,4,2,1
1071,2020-04-15,2020,4,15,2,0,24,28,33,36,48,51,46,220,36.67,24,51,27,2,4,1
1072,2020-04-18,2020,4,18,5,1,8,14,24,31,38,47,21,162,27.0,8,47,39,2,4,0
1073,2020-04-22,2020,4,22,2,0,1,2,14,20,33,38,9,108,18.0,1,38,37,2,4,0
1074,2020-04-25,2020,4,25,5,1,4,24,36,39,44,48,1,195,32.5,4,48,44,1,5,0
1075,2020-04-29,2020,4,29,2,0,9,25,26,30,33,43,23,166,27.67,9,43,34,4,2,0
1076,2020-05-02,2020,5,2,5,1,1,11,14,19,31,43,7,119,19.83,1,43,42,5,1,0
1077,2020-05-06,2020,5,6,2,0,1,16,28,29,32,49,47,155,25.83,1,49,48,3,3,0
1078,2020-05-09,2020,5,9,5,1,26,29,40,41,45,48,39,229,38.17,26,48,22,3,3,0
1079,2020-05-13,2020,5,13,2,0,1,5,6,8,10,18,34,48,8.0,1,18,17,2,4,1
1080,2020-05-16,2020,5,16,5,1,8,10,15,27,30,49,6,139,23.17,8,49,41,3,3,1
1081,2020-05-20,2020,5,20,2,0,6,13,25,27,30,36,32,137,22.83,6,36,30,3,3,1
1082,2020-05-23,2020,5,23,5,1,2,11,18,20,35,48,36,134,22.33,2,48,46,2,4,1
1083,2020-05-27,2020,5,27,2,0,3,9,15,24,39,42,4,132,22.0,3,42,39,4,2,1
1084,2020-05-30,2020,5,30,5,1,4,13,20,23,31,46,28,137,22.83,4,46,42,3,3,1
1085,2020-06-03,2020,6,3,2,0,7,16,23,26,31,43,34,146,24.33,7,43,36,4,2,1
1086,2020-06-06,2020,6,6,5,1,15,16,23,36,37,38,18,165,27.5,15,38,23,3,3,1
1087,2020-06-10,2020,6,10,2,0,15,16,18,23,34,49,32,155,25.83,15,49,34,3,3,1
1088,2020-06-13,2020,6,13,5,1,2,3,12,13,32,47,41,109,18.17,2,47,45,3,3,0
1089,2020-06-17,2020,6,17,2,0,1,32,35,36,40,52,51,196,32.67,1,52,51,2,4,0
1090,2020-06-20,2020,6,20,5,1,6,24,28,40,45,49,39,192,32.0,6,49,43,2,4,0
1091,2020-06-24,2020,6,24,2,0,3,9,14,19,21,24,8,90,15.0,3,24,21,4,2,1
1092,2020-06-27,2020,6,27,5,1,8,9,35,39,45,48,41,184,30.67,8,48,40,4,2,0
1093,2020-07-01,2020,7,1,2,0,5,13,21,30,32,41,40,142,23.67,5,41,36,4,2,1
1094,2020-07-04,2020,7,4,5,1,8,14,15,42,44,51,4,174,29.0,8,51,43,2,4,1
1095,2020-07-08,2020,7,8,2,0,3,8,10,16,17,43,52,97,16.17,3,43,40,3,3,1
1096,2020-07-11,2020,7,11,5,1,7,20,24,36,43,52,11,182,30.33,7,52,45,2,4,0
1097,2020-07-15,2020,7,15,2,0,4,11,15,19,27,38,48,114,19.0,4,38,34,4,2,1
1098,2020-07-18,2020,7,18,5,1,3,17,30,32,36,42,2,160,26.67,3,42,39,2,4,1
1099,2020-07-22,2020,7,22,2,0,4,7,12,13,19,52,46,107,17.83,4,52,48,3,3,1
1100,2020-07-25,2020,7,25,5,1,5,9,20,24,27,48,8,133,22.17,5,48,43,3,3,1
1101,2020-07-29,2020,7,29,2,0,6,16,23,26,33,48,7,152,25.33,6,48,42,2,4,0
1102,2020-08-01,2020,8,1,5,1,5,9,23,38,41,46,14,162,27.0,5,46,41,4,2,1
1103,2020-08-05,2020,8,5,2,0,7,23,31,33,39,51,30,184,30.67,7,51,44,6,0,1
1104,2020-08-08,2020,8,8,5,1,13,23,25,30,47,51,38,189,31.5,13,51,38,5,1,1
1105,2020-08-12,2020,8,12,2,0,12,23,24,30,44,49,36,182,30.33,12,49,37,2,4,1
1106,2020-08-15,2020,8,15,5,1,1,13,15,19,26,32,38,106,17.67,1,32,31,4,2,1
1107,2020-08-19,2020,8,19,2,0,1,7,26,27,42,49,18,152,25.33,1,49,48,4,2,1
1108,2020-08-22,2020,8,22,5,1,18,29,37,43,48,51,9,226,37.67,18,51,33,4,2,0
1109,2020-08-26,2020,8,26,2,0,1,11,12,41,43,49,15,157,26.17,1,49,48,5,1,0
1110,2020-08-29,2020,8,29,5,1,9,16,21,27,33,45,17,151,25.17,9,45,36,5,1,0
1111,2020-09-02,2020,9,2,2,0,9,16,21,28,37,48,49,159,26.5,9,48,39,3,3,0
1112,2020-09-05,2020,9,5,5,1,17,21,23,29,30,39,47,159,26.5,17,39,22,5,1,0
1113,2020-09-09,2020,9,9,2,0,8,15,31,33,35,43,40,165,27.5,8,43,35,5,1,1
1114,2020-09-12,2020,9,12,5,1,13,20,30,34,40,50,28,187,31.17,13,50,37,1,5,1
1115,2020-09-16,2020,9,16,2,0,28,32,44,49,51,52,15,256,42.67,28,52,24,2,4,0
1116,2020-09-19,2020,9,19,5,1,4,9,10,23,24,32,7,102,17.0,4,32,28,2,4,0
1117,2020-09-23,2020,9,23,2,0,8,10,17,20,40,46,47,141,23.5,8,46,38,1,5,0
1118,2020-09-26,2020,9,26,5,1,3,7,18,21,27,42,50,118,19.67,3,42,39,4,2,1
1119,2020-09-30,2020,9,30,2,0,9,18,25,26,28,33,11,139,23.17,9,33,24,3,3,0
1120,2020-10-03,2020,10,3,5,1,3,23,26,27,42,51,37,172,28.67,3,51,48,4,2,0
1121,2020-10-07,2020,10,7,2,0,1,16,22,26,42,45,36,152,25.33,1,45,44,2,4,1
1122,2020-10-10,2020,10,10,5,1,2,22,33,41,42,48,5,188,31.33,2,48,46,2,4,0
1123,2020-10-14,2020,10,14,2,0,1,35,45,49,51,52,16,233,38.83,1,52,51,5,1,1
1124,2020-10-17,2020,10,17,5,1,2,4,7,28,41,48,37,130,21.67,2,48,46,2,4,0
1125,2020-10-21,2020,10,21,2,0,10,29,36,42,43,51,19,211,35.17,10,51,41,3,3,0
1126,2020-10-24,2020,10,24,5,1,1,24,30,32,39,49,23,175,29.17,1,49,48,3,3,0
1127,2020-10-28,2020,10,28,2,0,6,16,20,30,44,51,28,167,27.83,6,51,45,1,5,1
1128,2020-10-31,2020,10,31,5,1,13,26,35,45,49,50,5,218,36.33,13,50,37,4,2,0
1129,2020-11-04,2020,11,4,2,0,2,14,17,24,34,51,19,142,23.67,2,51,49,2,4,0
1130,2020-11-07,2020,11,7,5,1,2,4,14,15,28,46,5,109,18.17,2,46,44,1,5,0
1131,2020-11-11,2020,11,11,2,0,16,19,23,36,45,46,6,185,30.83,16,46,30,3,3,1
1132,2020-11-14,2020,11,14,5,1,4,13,15,28,31,47,35,138,23.0,4,47,43,4,2,0
1133,2020-11-18,2020,11,18,2,0,1,8,20,27,42,44,47,142,23.67,1,44,43,2,4,0
1134,2020-11-21,2020,11,21,5,1,3,9,12,14,22,52,47,112,18.67,3,52,49,2,4,0
1135,2020-11-25,2020,11,25,2,0,5,10,11,14,20,33,15,93,15.5,5,33,28,3,3,0
1136,2020-11-28,2020,11,28,5,1,6,12,15,24,36,37,45,130,21.67,6,37,31,2,4,0
1137,2020-12-02,2020,12,2,2,0,9,27,34,37,38,48,19,193,32.17,9,48,39,3,3,0
1138,2020-12-05,2020,12,5,5,1,7,17,27,38,45,46,26,180,30.0,7,46,39,4,2,1
1139,2020-12-09,2020,12,9,2,0,21,30,32,42,44,48,1,217,36.17,21,48,27,1,5,0
1140,2020-12-12,2020,12,12,5,1,8,12,19,37,43,47,41,166,27.67,8,47,39,4,2,0
1141,2020-12-16,2020,12,16,2,0,1,2,29,33,36,50,22,151,25.17,1,50,49,3,3,1
1142,2020-12-19,2020,12,19,5,1,11,30,33,35,46,49,24,204,34.0,11,49,38,4,2,1
1143,2020-12-23,2020,12,23,2,0,5,7,15,22,23,44,37,116,19.33,5,44,39,4,2,0
1144,2020-12-26,2020,12,26,5,1,8,24,33,37,44,49,17,195,32.5,8,49,41,3,3,0
1145,2020-12-30,2020,12,30,2,0,2,10,19,36,38,42,21,147,24.5,2,42,40,1,5,0
1146,2021-01-02,2021,1,2,5,1,9,11,21,28,35,46,31,150,25.0,9,46,37,4,2,0
1147,2021-01-06,2021,1,6,2,0,4,10,20,41,50,52,48,177,29.5,4,52,48,1,5,1
1148,2021-01-09,2021,1,9,5,1,10,23,25,28,39,48,52,173,28.83,10,48,38,3,3,1
1149,2021-01-13,2021,1,13,2,0,1,3,15,25,36,48,2,128,21.33,1,48,47,4,2,1
1150,2021-01-16,2021,1,16,5,1,21,25,40,42,44,49,22,221,36.83,21,49,28,3,3,1
1151,2021-01-20,2021,1,20,2,0,19,20,24,32,46,48,38,189,31.5,19,48,29,1,5,1
1152,2021-01-23,2021,1,23,5,1,18,20,39,46,47,49,36,219,36.5,18,49,31,3,3,1
1153,2021-01-27,2021,1,27,2,0,2,3,13,15,38,42,44,113,18.83,2,42,40,3,3,1
1154,2021-01-30,2021,1,30,5,1,6,21,27,32,34,35,45,155,25.83,6,35,29,3,3,0
1155,2021-02-03,2021,2,3,2,0,7,10,18,22,36,51,29,144,24.0,7,51,44,2,4,0
1156,2021-02-06,2021,2,6,5,1,5,14,15,17,26,33,47,110,18.33,5,33,28,4,2,0
1157,2021-02-10,2021,2,10,2,0,1,10,12,15,21,42,48,101,16.83,1,42,41,3,3,1
1158,2021-02-13,2021,2,13,5,1,5,18,25,26,29,42,17,145,24.17,5,42,37,3,3,0
1159,2021-02-17,2021,2,17,2,0,1,3,6,25,35,43,11,113,18.83,1,43,42,5,1,0
1160,2021-02-20,2021,2,20,5,1,3,8,16,21,38,41,45,127,21.17,3,41,38,3,3,0
1161,2021-02-24,2021,2,24,2,0,7,10,12,16,29,49,21,123,20.5,7,49,42,3,3,0
1162,2021-02-27,2021,2,27,5,1,11,13,14,21,22,32,5,113,18.83,11,32,21,3,3,0
1163,2021-03-03,2021,3,3,2,0,8,11,26,34,49,50,13,178,29.67,8,50,42,2,4,0
1164,2021-03-06,2021,3,6,5,1,3,18,20,40,41,43,33,165,27.5,3,43,40,3,3,0
1165,2021-03-10,2021,3,10,2,0,1,7,16,41,45,52,31,162,27.0,1,52,51,4,2,0
1166,2021-03-13,2021,3,13,5,1,11,13,21,26,34,50,17,155,25.83,11,50,39,3,3,0
1167,2021-03-17,2021,3,17,2,0,4,11,25,31,37,47,20,155,25.83,4,47,43,5,1,1
1168,2021-03-20,2021,3,20,5,1,2,14,21,46,49,50,38,182,30.33,2,50,48,2,4,1
1169,2021-03-24,2021,3,24,2,0,1,23,41,42,45,49,43,201,33.5,1,49,48,5,1,0
1170,2021-03-27,2021,3,27,5,1,11,13,25,27,45,51,52,172,28.67,11,51,40,6,0,1
1171,2021-03-31,2021,3,31,2,0,1,16,39,47,49,52,23,204,34.0,1,52,51,4,2,0
1172,2021-04-03,2021,4,3,5,1,6,9,15,30,32,34,11,126,21.0,6,34,28,2,4,0
1173,2021-04-07,2021,4,7,2,0,7,13,30,37,39,46,17,172,28.67,7,46,39,4,2,0
1174,2021-04-10,2021,4,10,5,1,1,13,24,25,43,46,16,152,25.33,1,46,45,4,2,1
1175,2021-04-14,2021,4,14,2,0,1,5,8,19,26,48,30,107,17.83,1,48,47,3,3,1
1176,2021-04-17,2021,4,17,5,1,14,28,30,44,47,51,3,214,35.67,14,51,37,2,4,0
1177,2021-04-21,2021,4,21,2,0,1,7,10,11,23,31,8,83,13.83,1,31,30,5,1,1
1178,2021-04-24,2021,4,24,5,1,22,26,31,40,42,43,19,204,34.0,22,43,21,2,4,0
1179,2021-04-28,2021,4,28,2,0,7,18,20,22,31,48,29,146,24.33,7,48,41,2,4,0
1180,2021-05-01,2021,5,1,5,1,10,11,13,20,43,51,4,148,24.67,10,51,41,4,2,1
1181,2021-05-05,2021,5,5,2,0,6,14,19,28,31,32,39,130,21.67,6,32,26,2,4,0
1182,2021-05-08,2021,5,8,5,1,2,12,15,24,26,43,6,122,20.33,2,43,41,2,4,1
1183,2021-05-12,2021,5,12,2,0,2,11,13,20,31,42,16,119,19.83,2,42,40,3,3,1
1184,2021-05-15,2021,5,15,5,1,7,13,29,37,38,42,8,166,27.67,7,42,35,4,2,1
1185,2021-05-19,2021,5,19,2,0,1,6,12,16,35,45,2,115,19.17,1,45,44,3,3,1
1186,2021-05-22,2021,5,22,5,1,1,10,26,35,46,50,14,168,28.0,1,50,49,2,4,1
1187,2021-05-26,2021,5,26,2,0,6,22,29,45,50,52,32,204,34.0,6,52,46,2,4,1
1188,2021-05-29,2021,5,29,5,1,16,18,20,22,26,29,41,131,21.83,16,29,13,1,5,0
1189,2021-06-02,2021,6,2,2,0,22,26,27,31,33,47,34,186,31.0,22,47,25,4,2,1
1190,2021-06-05,2021,6,5,5,1,9,26,35,36,40,46,14,192,32.0,9,46,37,2,4,1
1191,2021-06-09,2021,6,9,2,0,11,15,34,36,48,50,43,194,32.33,11,50,39,2,4,0
1192,2021-06-12,2021,6,12,5,1,7,21,23,30,43,48,36,172,28.67,7,48,41,4,2,1
1193,2021-06-16,2021,6,16,2,0,7,8,29,37,49,51,43,181,30.17,7,51,44,5,1,0
1194,2021-06-19,2021,6,19,5,1,3,10,13,14,38,51,47,129,21.5,3,51,48,3,3,0
