day,date,year,month,day_of_month,day_of_week,is_weekend,ball_1,ball_2,ball_3,ball_4,ball_5,powerball,sum_main_balls,mean_main_balls,min_main_ball,max_main_ball,range_main_balls,odd_count,even_count,is_powerball_even
920,,2024,,,,0,16,21,22,29,38,19,126,25.2,16,38,22,2,3,0
921,,2024,,,,0,2,10,15,26,29,1,82,16.4,2,29,27,2,3,0
922,,2024,,,,0,9,15,25,43,47,8,139,27.8,9,47,38,5,0,1
923,,2024,,,,0,26,29,32,41,50,20,178,35.6,26,50,24,2,3,1
924,,2024,,,,0,6,20,37,44,48,20,155,31.0,6,48,42,1,4,1
925,,2024,,,,0,16,22,24,31,46,8,139,27.8,16,46,30,1,4,1
926,,2024,,,,0,2,17,20,31,33,11,103,20.6,2,33,31,3,2,0
927,,2024,,,,0,9,14,28,37,43,20,131,26.2,9,43,34,3,2,1
928,,2024,,,,0,4,8,11,49,50,14,122,24.4,4,50,46,2,3,1
929,,2024,,,,0,12,24,40,42,49,14,167,33.4,12,49,37,1,4,1
930,,2024,,,,0,3,7,15,18,38,1,81,16.2,3,38,35,3,2,0
931,,2024,,,,0,14,16,22,34,46,11,132,26.4,14,46,32,0,5,0
932,,2024,,,,0,5,18,19,36,49,19,127,25.4,5,49,44,3,2,0
933,,2024,,,,0,2,3,6,11,44,12,66,13.2,2,44,42,2,3,1
934,,2024,,,,0,14,26,32,38,40,13,150,30.0,14,40,26,0,5,0
935,,2024,,,,0,6,20,38,44,46,8,154,30.8,6,46,40,0,5,1
936,,2024,,,,0,2,22,23,46,49,19,142,28.4,2,49,47,2,3,0
937,,2024,,,,0,6,25,33,36,38,17,138,27.6,6,38,32,2,3,0
938,,2024,,,,0,6,23,27,29,45,16,130,26.0,6,45,39,4,1,1
939,,2024,,,,0,18,25,32,33,47,16,155,31.0,18,47,29,3,2,1
940,,2024,,,,0,10,13,17,18,20,17,78,15.6,10,20,10,2,3,0
941,,2024,,,,0,7,22,26,36,44,12,135,27.0,7,44,37,1,4,1
942,,2024,,,,0,5,7,22,25,50,3,109,21.8,5,50,45,3,2,0
943,,2024,,,,0,8,10,14,41,50,9,123,24.6,8,50,42,1,4,0
944,,2024,,,,0,6,15,34,35,45,17,135,27.0,6,45,39,3,2,0
945,,2024,,,,0,1,6,16,37,45,6,105,21.0,1,45,44,3,2,1
946,,2024,,,,0,1,6,20,27,46,13,100,20.0,1,46,45,2,3,0
947,,2025,,,,0,1,10,12,34,37,17,94,18.8,1,37,36,2,3,0
948,,2025,,,,0,19,31,37,42,43,6,172,34.4,19,43,24,4,1,1
949,,2025,,,,0,1,11,18,23,37,3,90,18.0,1,37,36,4,1,0
950,,2025,,,,0,1,14,17,31,49,2,112,22.4,1,49,48,4,1,1
951,,2025,,,,0,2,16,19,27,42,17,106,21.2,2,42,40,2,3,0
952,,2025,,,,0,17,38,45,46,50,16,196,39.2,17,50,33,2,3,1
953,,2025,,,,0,10,16,20,41,49,7,136,27.2,10,49,39,2,3,0
954,,2025,,,,0,6,8,13,37,45,7,109,21.8,6,45,39,3,2,0
955,,2025,,,,0,14,26,36,42,49,16,167,33.4,14,49,35,1,4,1
956,,2025,,,,0,7,19,22,42,47,4,137,27.4,7,47,40,3,2,1
957,,2025,,,,0,2,11,14,22,41,9,90,18.0,2,41,39,2,3,0
958,,2025,,,,0,3,8,19,29,46,19,105,21.0,3,46,43,3,2,0
959,,2025,,,,0,7,20,21,35,45,10,128,25.6,7,45,38,4,1,1
960,,2025,,,,0,4,12,24,40,49,4,129,25.8,4,49,45,1,4,1
961,,2025,,,,0,16,21,30,34,47,18,148,29.6,16,47,31,2,3,1
962,,2025,,,,0,2,20,28,34,45,3,129,25.8,2,45,43,1,4,0
963,,2025,,,,0,4,6,15,20,50,3,95,19.0,4,50,46,1,4,0
964,,2025,,,,0,2,4,5,19,31,15,61,12.2,2,31,29,3,2,0
965,,2025,,,,0,15,16,37,43,44,11,155,31.0,15,44,29,3,2,0
966,,2025,,,,0,2,9,19,22,24,19,76,15.2,2,24,22,2,3,0
967,,2025,,,,0,4,7,11,24,39,3,85,17.0,4,39,35,3,2,0
968,,2025,,,,0,2,26,30,42,47,3,147,29.4,2,47,45,1,4,0
969,,2025,,,,0,14,23,31,33,38,7,139,27.8,14,38,24,3,2,0
970,,2025,,,,0,2,5,32,40,45,9,124,24.8,2,45,43,2,3,0
971,,2025,,,,0,13,14,29,48,49,18,153,30.6,13,49,36,3,2,1
972,,2025,,,,0,13,17,27,37,50,12,144,28.8,13,50,37,4,1,1
973,,2025,,,,0,2,3,10,14,33,18,62,12.4,2,33,31,2,3,1
974,,2025,,,,0,29,31,41,46,47,13,194,38.8,29,47,18,4,1,0
975,,2025,,,,0,9,14,25,28,36,10,112,22.4,9,36,27,2,3,1
976,,2025,,,,0,5,13,31,42,46,6,137,27.4,5,46,41,3,2,1
977,,2025,,,,0,4,10,15,29,43,16,101,20.2,4,43,39,3,2,1
978,,2025,,,,0,6,25,41,42,46,18,160,32.0,6,46,40,2,3,1
979,,2025,,,,0,3,4,35,37,38,10,117,23.4,3,38,35,3,2,1
980,,2025,,,,0,11,14,18,36,43,14,122,24.4,11,43,32,2,3,1
981,,2025,,,,0,21,22,26,38,43,12,150,30.0,21,43,22,2,3,1
982,,2025,,,,0,4,6,27,30,44,9,111,22.2,4,44,40,1,4,0
983,,2025,,,,0,7,27,34,44,47,4,159,31.8,7,47,40,3,2,1
984,,2025,,,,0,1,5,26,28,43,11,103,20.6,1,43,42,3,2,0
985,,2025,,,,0,4,10,30,48,49,8,141,28.2,4,49,45,1,4,1
986,,2025,,,,0,1,17,23,32,48,16,121,24.2,1,48,47,3,2,1
987,,2025,,,,0,14,17,33,43,46,2,153,30.6,14,46,32,3,2,1
988,,2025,,,,0,6,14,19,28,41,3,108,21.6,6,41,35,2,3,0
989,,2025,,,,0,6,14,19,31,49,7,119,23.8,6,49,43,3,2,0
990,,2025,,,,0,16,30,37,38,39,4,160,32.0,16,39,23,2,3,1
991,,2025,,,,0,27,29,30,43,46,20,175,35.0,27,46,19,3,2,1
992,,2025,,,,0,11,20,21,37,50,8,139,27.8,11,50,39,3,2,1
993,,2025,,,,0,13,15,16,27,43,18,114,22.8,13,43,30,4,1,1
994,,2025,,,,0,11,18,26,29,38,16,122,24.4,11,38,27,2,3,1
995,,2025,,,,0,3,32,37,42,50,3,164,32.8,3,50,47,2,3,0
996,,2025,,,,0,1,7,14,18,20,18,60,12.0,1,20,19,2,3,1
997,,2025,,,,0,10,11,16,32,40,1,109,21.8,10,40,30,1,4,0
998,,2025,,,,0,2,3,5,20,41,9,71,14.2,2,41,39,3,2,0
999,,2025,,,,0,9,14,28,39,49,10,139,27.8,9,49,40,3,2,1
1000,,2025,,,,0,5,9,16,20,32,10,82,16.4,5,32,27,2,3,1
1001,,2025,,,,0,8,11,13,20,48,14,100,20.0,8,48,40,2,3,1
1002,,2025,,,,0,1,12,16,41,50,2,120,24.0,1,50,49,2,3,1
1003,,2025,,,,0,4,5,9,29,38,15,85,17.0,4,38,34,3,2,0
1004,,2025,,,,0,5,7,9,18,20,1,59,11.8,5,20,15,3,2,0
1005,,2025,,,,0,3,7,17,25,28,19,80,16.0,3,28,25,4,1,0
1006,,2025,,,,0,2,24,27,30,34,15,117,23.4,2,34,32,1,4,0
1007,,2025,,,,0,1,17,21,23,34,17,96,19.2,1,34,33,4,1,0
1008,,2025,,,,0,1,2,7,43,45,2,98,19.6,1,45,44,4,1,1
1009,,2025,,,,0,22,25,26,30,50,17,153,30.6,22,50,28,1,4,0
1010,,2025,,,,0,1,2,16,25,34,6,78,15.6,1,34,33,2,3,1
1011,,2025,,,,0,9,22,25,33,42,3,131,26.2,9,42,33,3,2,0
1012,,2025,,,,0,7,15,19,27,30,4,98,19.6,7,30,23,4,1,1
1013,,2025,,,,0,1,2,7,14,44,5,68,13.6,1,44,43,2,3,0
1014,,2025,,,,0,3,5,24,32,47,17,111,22.2,3,47,44,3,2,0
1015,,2025,,,,0,15,17,26,34,38,13,130,26.0,15,38,23,2,3,0
1016,,2025,,,,0,5,9,15,21,32,17,82,16.4,5,32,27,4,1,0
1017,,2025,,,,0,5,9,19,25,43,8,101,20.2,5,43,38,5,0,1
1018,,2025,,,,0,8,15,17,22,32,1,94,18.8,8,32,24,2,3,0
1019,,2025,,,,0,4,9,30,38,50,17,131,26.2,4,50,46,1,4,0
1020,,2025,,,,0,5,13,15,30,39,13,102,20.4,5,39,34,4,1,0
1021,,2025,,,,0,4,18,34,42,50,13,148,29.6,4,50,46,0,5,0
1022,,2025,,,,0,10,14,25,42,50,18,141,28.2,10,50,40,1,4,1
1023,,2025,,,,0,7,14,40,41,45,7,147,29.4,7,45,38,3,2,0
1024,,2025,,,,0,1,10,23,25,44,13,103,20.6,1,44,43,3,2,0
1025,,2025,,,,0,16,33,35,37,40,12,161,32.2,16,40,24,3,2,1
1026,,2025,,,,0,1,14,15,25,39,9,94,18.8,1,39,38,4,1,0
1027,,2025,,,,0,3,22,27,43,50,7,145,29.0,3,50,47,3,2,0
1028,,2025,,,,0,2,19,27,29,42,7,119,23.8,2,42,40,3,2,0
1029,,2025,,,,0,9,22,26,29,49,11,135,27.0,9,49,40,3,2,0
1030,,2025,,,,0,2,8,12,30,31,2,83,16.6,2,31,29,1,4,1
1031,,2025,,,,0,12,18,29,31,34,9,124,24.8,12,34,22,2,3,0
1032,,2025,,,,0,12,13,29,41,47,4,142,28.4,12,47,35,4,1,1
1033,,2025,,,,0,17,25,28,34,39,20,143,28.6,17,39,22,3,2,1
1034,,2025,,,,0,17,19,25,27,40,3,128,25.6,17,40,23,4,1,0
1035,,2025,,,,0,1,8,11,21,42,18,83,16.6,1,42,41,3,2,1
1036,,2025,,,,0,12,21,22,28,39,18,122,24.4,12,39,27,2,3,1
1037,,2025,,,,0,8,24,26,40,50,1,148,29.6,8,50,42,0,5,0
1038,,2025,,,,0,9,12,29,32,41,18,123,24.6,9,41,32,3,2,1
1039,,2025,,,,0,15,16,17,32,42,19,122,24.4,15,42,27,2,3,0
1040,,2025,,,,0,13,16,23,35,47,16,134,26.8,13,47,34,4,1,1
1041,,2025,,,,0,14,19,29,35,40,16,137,27.4,14,40,26,3,2,1
1042,,2025,,,,0,11,27,29,36,48,2,151,30.2,11,48,37,3,2,1
1043,,2025,,,,0,4,10,43,45,46,13,148,29.6,4,46,42,2,3,0
1044,,2025,,,,0,16,27,30,40,41,14,154,30.8,16,41,25,2,3,1
1045,,2025,,,,0,8,31,36,39,43,17,157,31.4,8,43,35,3,2,0
1046,,2025,,,,0,15,38,45,46,50,16,194,38.8,15,50,35,2,3,1
1047,,2025,,,,0,8,21,26,27,49,4,131,26.2,8,49,41,3,2,1
1048,,2025,,,,0,9,23,32,40,48,12,152,30.4,9,48,39,2,3,1
1049,,2025,,,,0,14,28,33,36,50,18,161,32.2,14,50,36,1,4,1
1050,,2025,,,,0,7,8,24,39,44,13,122,24.4,7,44,37,2,3,0
1051,2026-01-02,2026,1,2,4,0,2,22,29,36,43,3,132,26.4,2,43,41,2,3,0
1052,2026-01-06,2026,1,6,1,0,8,17,24,29,41,8,119,23.8,8,41,33,3,2,1
1053,2026-01-09,2026,1,9,4,0,13,14,27,38,42,12,134,26.8,13,42,29,2,3,1
1054,2026-01-13,2026,1,13,1,0,1,2,11,15,42,13,71,14.2,1,42,41,3,2,0
1055,2026-01-16,2026,1,16,4,0,3,24,29,32,34,18,122,24.4,3,34,31,2,3,1
1056,2026-01-20,2026,1,20,1,0,1,5,7,15,40,4,68,13.6,1,40,39,4,1,1
1057,2026-01-23,2026,1,23,4,0,3,16,18,23,42,20,102,20.4,3,42,39,2,3,1
1058,2026-01-27,2026,1,27,1,0,14,23,31,44,49,9,161,32.2,14,49,35,3,2,0
1059,2026-01-30,2026,1,30,4,0,2,9,14,35,42,9,102,20.4,2,42,40,2,3,0
1060,2026-02-03,2026,2,3,1,0,1,10,26,27,40,5,104,20.8,1,40,39,2,3,0
1061,2026-02-06,2026,2,6,4,0,2,6,35,36,46,2,125,25.0,2,46,44,1,4,1
1062,2026-02-10,2026,2,10,1,0,4,20,37,41,42,11,144,28.8,4,42,38,2,3,0
1063,2026-02-13,2026,2,13,4,0,6,20,24,30,34,11,114,22.8,6,34,28,0,5,0
1064,2026-02-17,2026,2,17,1,0,23,24,30,41,43,5,161,32.2,23,43,20,3,2,0
1065,2026-02-20,2026,2,20,4,0,7,8,23,36,41,17,115,23.0,7,41,34,3,2,0
1066,2026-02-24,2026,2,24,1,0,9,14,39,41,48,10,151,30.2,9,48,39,3,2,1
1067,2026-02-27,2026,2,27,4,0,27,31,36,37,43,4,174,34.8,27,43,16,4,1,1
1068,2026-03-03,2026,3,3,1,0,4,21,29,45,48,6,147,29.4,4,48,44,3,2,1
1069,2026-03-06,2026,3,6,4,0,15,21,25,44,49,1,154,30.8,15,49,34,4,1,0
1070,2026-03-10,2026,3,10,1,0,2,23,27,32,49,11,133,26.6,2,49,47,3,2,0
1071,2026-03-13,2026,3,13,4,0,9,14,23,34,36,20,116,23.2,9,36,27,2,3,1
1072,2026-03-17,2026,3,17,1,0,7,9,10,31,34,4,91,18.2,7,34,27,3,2,1
1073,2026-03-20,2026,3,20,4,0,12,18,28,40,45,15,143,28.6,12,45,33,1,4,0
1074,2026-03-24,2026,3,24,1,0,7,15,19,31,44,20,116,23.2,7,44,37,4,1,1
1075,2026-03-27,2026,3,27,4,0,1,7,11,27,32,1,78,15.6,1,32,31,4,1,0
1076,2026-03-31,2026,3,31,1,0,4,5,10,16,42,12,77,15.4,4,42,38,1,4,1
1077,2026-04-03,2026,4,3,4,0,16,20,21,24,25,6,106,21.2,16,25,9,2,3,1
1078,2026-04-07,2026,4,7,1,0,22,29,30,43,46,9,170,34.0,22,46,24,2,3,0
1079,2026-04-10,2026,4,10,4,0,8,10,14,23,36,13,91,18.2,8,36,28,1,4,0
1080,2026-04-14,2026,4,14,1,0,4,17,20,23,50,1,114,22.8,4,50,46,2,3,0
1081,2026-04-17,2026,4,17,4,0,8,36,43,44,48,3,179,35.8,8,48,40,1,4,0
1082,2026-04-21,2026,4,21,1,0,1,7,16,31,36,7,91,18.2,1,36,35,3,2,0
1083,2026-04-24,2026,4,24,4,0,1,18,32,35,47,6,133,26.6,1,47,46,3,2,1
1084,2026-04-28,2026,4,28,1,0,6,10,13,24,26,2,79,15.8,6,26,20,1,4,1
1085,2026-05-01,2026,5,1,4,0,7,8,33,38,45,13,131,26.2,7,45,38,3,2,0
1086,2026-05-05,2026,5,5,1,0,19,37,39,40,45,3,180,36.0,19,45,26,4,1,0
1087,2026-05-08,2026,5,8,4,0,13,17,28,41,47,19,146,29.2,13,47,34,4,1,0
1088,2026-05-12,2026,5,12,1,0,19,20,29,35,44,6,147,29.4,19,44,25,3,2,1
1089,2026-05-15,2026,5,15,4,0,17,21,25,35,37,11,135,27.0,17,37,20,5,0,0
1090,2026-05-19,2026,5,19,1,0,5,21,23,41,43,11,133,26.6,5,43,38,5,0,0
1091,2026-05-22,2026,5,22,4,0,10,11,15,22,48,5,106,21.2,10,48,38,2,3,0
1092,2026-05-26,2026,5,26,1,0,13,27,29,36,37,10,142,28.4,13,37,24,4,1,1
1093,2026-05-29,2026,5,29,4,0,14,17,22,27,36,20,116,23.2,14,36,22,2,3,1
1094,2026-06-02,2026,6,2,1,0,4,12,27,35,41,15,119,23.8,4,41,37,3,2,0
1095,2026-06-05,2026,6,5,4,0,2,23,44,48,50,14,167,33.4,2,50,48,1,4,1
1096,2026-06-09,2026,6,9,1,0,19,32,40,45,48,11,184,36.8,19,48,29,2,3,0
1097,2026-06-12,2026,6,12,4,0,3,9,32,42,46,1,132,26.4,3,46,43,2,3,0
1098,2026-06-16,2026,6,16,1,0,5,12,17,20,43,1,97,19.4,5,43,38,3,2,0
1099,2026-06-19,2026,6,19,4,0,7,23,26,38,46,15,140,28.0,7,46,39,2,3,0
1100,2026-06-23,2026,6,23,1,0,3,25,27,39,40,4,134,26.8,3,40,37,4,1,1
1101,2026-06-26,2026,6,26,4,0,16,20,31,33,47,8,147,29.4,16,47,31,3,2,1
1102,2026-06-30,2026,6,30,1,0,8,14,16,25,44,15,107,21.4,8,44,36,1,4,0
1103,2026-07-03,2026,7,3,4,0,5,21,39,46,47,12,158,31.6,5,47,42,4,1,1
1104,2026-07-07,2026,7,7,1,0,16,29,32,45,47,2,169,33.8,16,47,31,3,2,1
1105,2026-07-10,2026,7,10,4,0,3,8,10,28,48,12,97,19.4,3,48,45,1,4,1
1106,2026-07-14,2026,7,14,1,0,10,23,34,35,37,2,139,27.8,10,37,27,3,2,1
1107,2026-07-17,2026,7,17,4,0,18,21,40,41,43,16,163,32.6,18,43,25,3,2,1
1108,2026-07-21,2026,7,21,1,0,12,16,32,33,39,16,132,26.4,12,39,27,2,3,1
1109,2026-07-24,2026,7,24,4,0,14,16,22,37,42,10,131,26.2,14,42,28,1,4,1
1110,2026-07-28,2026,7,28,1,0,23,26,29,44,49,5,171,34.2,23,49,26,3,2,0
1111,2026-07-31,2026,7,31,4,0,1,17,19,22,36,5,95,19.0,1,36,35,3,2,0
1112,2026-08-04,2026,8,4,1,0,5,20,21,36,44,13,126,25.2,5,44,39,2,3,0
1113,2026-08-07,2026,8,7,4,0,10,11,21,46,47,6,135,27.0,10,47,37,3,2,1
1114,2026-08-11,2026,8,11,1,0,15,21,31,42,50,2,159,31.8,15,50,35,3,2,1
1115,2015-12-01,2015,12,1,1,0,6,10,13,20,44,15,93,18.6,6,44,38,1,4,0
1116,2015-12-04,2015,12,4,4,0,2,3,25,41,43,19,114,22.8,2,43,41,4,1,0
1117,2015-12-08,2015,12,8,1,0,1,10,19,29,34,1,93,18.6,1,34,33,3,2,0
1118,2015-12-11,2015,12,11,4,0,4,6,33,43,44,13,130,26.0,4,44,40,2,3,0
1119,2015-12-15,2015,12,15,1,0,1,7,25,37,41,20,111,22.2,1,41,40,5,0,1
1120,2015-12-18,2015,12,18,4,0,3,5,14,21,41,5,84,16.8,3,41,38,4,1,0
1121,2015-12-22,2015,12,22,1,0,14,15,26,32,43,15,130,26.0,14,43,29,2,3,0
1122,2015-12-29,2015,12,29,1,0,4,10,20,31,35,14,100,20.0,4,35,31,2,3,1
1123,2017-01-03,2017,1,3,1,0,1,9,24,30,34,15,98,19.6,1,34,33,2,3,0
1124,2017-01-06,2017,1,6,4,0,1,4,13,36,44,5,98,19.6,1,44,43,2,3,0
1125,2017-01-10,2017,1,10,1,0,9,11,13,20,31,20,84,16.8,9,31,22,4,1,1
1126,2017-01-13,2017,1,13,4,0,9,11,20,33,43,5,116,23.2,9,43,34,4,1,0
1127,2017-01-17,2017,1,17,1,0,4,17,25,34,43,6,123,24.6,4,43,39,3,2,1
1128,2017-01-20,2017,1,20,4,0,2,7,8,17,23,11,57,11.4,2,23,21,3,2,0
1129,2017-01-24,2017,1,24,1,0,17,19,27,31,45,13,139,27.8,17,45,28,5,0,0
1130,2017-01-27,2017,1,27,4,0,9,27,28,31,34,9,129,25.8,9,34,25,3,2,0
1131,2017-01-31,2017,1,31,1,0,1,6,20,35,39,19,101,20.2,1,39,38,3,2,0
1132,2017-02-03,2017,2,3,4,0,25,26,28,30,38,19,147,29.4,25,38,13,1,4,0
1133,2017-02-07,2017,2,7,1,0,5,27,30,33,41,20,136,27.2,5,41,36,4,1,1
1134,2017-02-10,2017,2,10,4,0,12,15,16,33,41,16,117,23.4,12,41,29,3,2,1
1135,2017-02-14,2017,2,14,1,0,10,13,17,39,43,20,122,24.4,10,43,33,4,1,1
1136,2017-02-17,2017,2,17,4,0,12,24,27,36,44,1,143,28.6,12,44,32,1,4,0
1137,2017-02-21,2017,2,21,1,0,5,9,27,29,43,13,113,22.6,5,43,38,5,0,0
1138,2017-02-24,2017,2,24,4,0,5,16,23,26,33,14,103,20.6,5,33,28,3,2,1
1139,2017-02-28,2017,2,28,1,0,4,11,13,34,38,16,100,20.0,4,38,34,2,3,1
1140,2017-03-03,2017,3,3,4,0,4,11,23,27,29,12,94,18.8,4,29,25,4,1,1
1141,2017-03-07,2017,3,7,1,0,1,3,23,27,33,17,87,17.4,1,33,32,5,0,0
1142,2017-03-10,2017,3,10,4,0,11,19,29,30,31,10,120,24.0,11,31,20,4,1,1
1143,2017-03-14,2017,3,14,1,0,11,25,33,37,41,1,147,29.4,11,41,30,5,0,0
1144,2017-03-17,2017,3,17,4,0,6,10,11,13,17,11,57,11.4,6,17,11,3,2,0
1145,2017-03-21,2017,3,21,1,0,5,7,15,17,27,17,71,14.2,5,27,22,5,0,0
1146,2017-03-24,2017,3,24,4,0,17,25,29,36,41,14,148,29.6,17,41,24,4,1,1
1147,2017-03-28,2017,3,28,1,0,4,5,21,22,29,16,81,16.2,4,29,25,3,2,1
1148,2017-03-31,2017,3,31,4,0,9,13,34,39,42,8,137,27.4,9,42,33,3,2,1
1149,2017-04-04,2017,4,4,1,0,11,30,32,40,42,20,155,31.0,11,42,31,1,4,1
1150,2017-04-07,2017,4,7,4,0,23,29,30,31,33,20,146,29.2,23,33,10,4,1,1
1151,2017-04-11,2017,4,11,1,0,15,33,35,44,45,18,172,34.4,15,45,30,4,1,1
1152,2017-04-14,2017,4,14,4,0,5,7,15,20,43,1,90,18.0,5,43,38,4,1,0
1153,2017-04-18,2017,4,18,1,0,6,17,34,35,41,17,133,26.6,6,41,35,3,2,0
1154,2017-04-21,2017,4,21,4,0,1,19,29,38,41,12,128,25.6,1,41,40,4,1,1
1155,2017-04-25,2017,4,25,1,0,8,24,26,27,33,16,118,23.6,8,33,25,2,3,1
1156,2017-04-28,2017,4,28,4,0,13,20,21,41,45,6,140,28.0,13,45,32,4,1,1
1157,2017-05-02,2017,5,2,1,0,3,4,8,17,28,19,60,12.0,3,28,25,2,3,0
1158,2017-05-05,2017,5,5,4,0,5,9,19,39,40,14,112,22.4,5,40,35,4,1,1
1159,2017-05-09,2017,5,9,1,0,8,20,34,36,44,11,142,28.4,8,44,36,0,5,0
1160,2017-05-12,2017,5,12,4,0,6,25,26,32,43,20,132,26.4,6,43,37,2,3,1
1161,2017-05-16,2017,5,16,1,0,8,9,28,36,38,7,119,23.8,8,38,30,1,4,0
1162,2017-05-19,2017,5,19,4,0,3,24,34,35,44,14,140,28.0,3,44,41,2,3,1
1163,2017-05-23,2017,5,23,1,0,19,22,23,25,43,14,132,26.4,19,43,24,4,1,1
1164,2017-05-26,2017,5,26,4,0,7,12,20,21,28,13,88,17.6,7,28,21,2,3,0
1165,2017-05-30,2017,5,30,1,0,7,26,33,43,45,18,154,30.8,7,45,38,4,1,1
1166,2017-06-02,2017,6,2,4,0,9,19,25,28,40,10,121,24.2,9,40,31,3,2,1
1167,2017-06-06,2017,6,6,1,0,5,15,30,38,44,6,132,26.4,5,44,39,2,3,1
1168,2017-06-09,2017,6,9,4,0,4,18,19,27,31,19,99,19.8,4,31,27,3,2,0
1169,2017-06-13,2017,6,13,1,0,6,15,32,33,40,6,126,25.2,6,40,34,2,3,1
1170,2017-06-16,2017,6,16,4,0,31,34,40,42,44,14,191,38.2,31,44,13,1,4,1
1171,2017-06-20,2017,6,20,1,0,2,9,15,16,17,14,59,11.8,2,17,15,3,2,1
1172,2017-06-23,2017,6,23,4,0,7,11,29,37,40,17,124,24.8,7,40,33,4,1,0
1173,2017-06-27,2017,6,27,1,0,1,27,28,35,42,10,133,26.6,1,42,41,3,2,1
1174,2017-06-30,2017,6,30,4,0,1,2,7,22,31,15,63,12.6,1,31,30,3,2,0
1175,2017-07-04,2017,7,4,1,0,18,22,30,34,35,2,139,27.8,18,35,17,1,4,1
1176,2017-07-07,2017,7,7,4,0,1,4,5,24,35,20,69,13.8,1,35,34,3,2,1
1177,2017-07-11,2017,7,11,1,0,9,10,13,27,36,17,95,19.0,9,36,27,3,2,0
1178,2017-07-14,2017,7,14,4,0,11,25,26,41,43,8,146,29.2,11,43,32,4,1,1
1179,2017-07-18,2017,7,18,1,0,22,25,30,31,36,14,144,28.8,22,36,14,2,3,1
1180,2017-07-21,2017,7,21,4,0,11,16,20,22,38,3,107,21.4,11,38,27,1,4,0
1181,2017-07-25,2017,7,25,1,0,11,14,31,33,34,6,123,24.6,11,34,23,3,2,1
1182,2017-07-28,2017,7,28,4,0,6,18,23,33,34,4,114,22.8,6,34,28,2,3,1
1183,2017-08-01,2017,8,1,1,0,12,21,27,33,40,9,133,26.6,12,40,28,3,2,0
1184,2017-08-04,2017,8,4,4,0,3,22,38,43,45,15,151,30.2,3,45,42,3,2,0
1185,2017-08-08,2017,8,8,1,0,9,13,26,28,34,5,110,22.0,9,34,25,2,3,0
1186,2017-08-11,2017,8,11,4,0,3,17,23,36,43,16,122,24.4,3,43,40,4,1,1
1187,2017-08-15,2017,8,15,1,0,15,24,29,30,43,4,141,28.2,15,43,28,3,2,1
1188,2017-08-18,2017,8,18,4,0,11,14,20,27,38,4,110,22.0,11,38,27,2,3,1
1189,2017-08-22,2017,8,22,1,0,10,12,23,29,35,18,109,21.8,10,35,25,3,2,1
1190,2017-08-25,2017,8,25,4,0,13,20,24,34,45,10,136,27.2,13,45,32,2,3,1
1191,2017-08-29,2017,8,29,1,0,4,10,14,32,37,20,97,19.4,4,37,33,1,4,1
1192,2017-09-01,2017,9,1,4,0,28,32,34,37,39,11,170,34.0,28,39,11,2,3,0
1193,2017-09-05,2017,9,5,1,0,7,9,20,24,36,2,96,19.2,7,36,29,2,3,1
1194,2017-09-08,2017,9,8,4,0,4,22,23,27,35,10,111,22.2,4,35,31,3,2,1
1195,2017-09-12,2017,9,12,1,0,5,16,21,26,34,18,102,20.4,5,34,29,2,3,1
1196,2017-09-15,2017,9,15,4,0,15,21,30,38,42,12,146,29.2,15,42,27,2,3,1
1197,2017-09-19,2017,9,19,1,0,6,14,35,39,41,15,135,27.0,6,41,35,3,2,0
1198,2017-09-22,2017,9,22,4,0,3,8,12,19,41,10,83,16.6,3,41,38,3,2,1
1199,2017-09-26,2017,9,26,1,0,15,21,30,33,40,16,139,27.8,15,40,25,3,2,1
1200,2017-09-29,2017,9,29,4,0,18,22,28,36,39,5,143,28.6,18,39,21,1,4,0
1201,2017-10-03,2017,10,3,1,0,9,15,26,41,45,12,136,27.2,9,45,36,4,1,1
1202,2017-10-06,2017,10,6,4,0,7,11,16,19,32,5,85,17.0,7,32,25,3,2,0
1203,2017-10-10,2017,10,10,1,0,6,22,27,29,32,2,116,23.2,6,32,26,2,3,1
1204,2017-10-13,2017,10,13,4,0,16,19,20,29,35,13,119,23.8,16,35,19,3,2,0
1205,2017-10-17,2017,10,17,1,0,9,22,25,40,45,9,141,28.2,9,45,36,3,2,0
1206,2017-10-20,2017,10,20,4,0,1,6,22,27,42,19,98,19.6,1,42,41,2,3,0
1207,2017-10-24,2017,10,24,1,0,1,4,6,19,27,14,57,11.4,1,27,26,3,2,1
1208,2017-10-27,2017,10,27,4,0,4,22,31,35,38,15,130,26.0,4,38,34,2,3,0
1209,2017-10-31,2017,10,31,1,0,1,9,13,20,24,16,67,13.4,1,24,23,3,2,1
1210,2017-11-03,2017,11,3,4,0,1,12,15,34,37,16,99,19.8,1,37,36,3,2,1
1211,2017-11-07,2017,11,7,1,0,11,12,15,16,30,12,84,16.8,11,30,19,2,3,1
1212,2017-11-10,2017,11,10,4,0,9,13,26,38,43,3,129,25.8,9,43,34,3,2,0
1213,2017-11-14,2017,11,14,1,0,9,15,24,26,31,2,105,21.0,9,31,22,3,2,1
1214,2017-11-17,2017,11,17,4,0,2,17,26,27,29,13,101,20.2,2,29,27,3,2,0
1215,2017-11-21,2017,11,21,1,0,9,10,25,32,37,5,113,22.6,9,37,28,3,2,0
1216,2017-11-24,2017,11,24,4,0,25,30,33,36,45,17,169,33.8,25,45,20,3,2,0
