day,date,year,month,day_of_month,day_of_week,is_weekend,ball_1,ball_2,ball_3,ball_4,ball_5,powerball,sum_main_balls,mean_main_balls,min_main_ball,max_main_ball,range_main_balls,odd_count,even_count,is_powerball_even
1657,2025-10-10,2025,10,10,4,0,6,10,40,44,50,11,150,30.0,6,50,44,0,5,0
1658,2025-10-14,2025,10,14,1,0,5,25,31,40,41,20,142,28.4,5,41,36,4,1,1
1659,2025-10-17,2025,10,17,4,0,18,27,29,32,45,16,151,30.2,18,45,27,3,2,1
1660,2025-10-21,2025,10,21,1,0,7,10,16,21,30,11,84,16.8,7,30,23,2,3,0
1661,2025-10-24,2025,10,24,4,0,15,18,24,32,44,20,133,26.6,15,44,29,1,4,1
1662,2025-10-28,2025,10,28,1,0,2,13,31,32,42,1,120,24.0,2,42,40,2,3,0
1663,2025-10-31,2025,10,31,4,0,19,24,25,30,49,6,147,29.4,19,49,30,3,2,1
1664,2025-11-04,2025,11,4,1,0,5,20,22,28,46,1,121,24.2,5,46,41,1,4,0
1665,2025-11-07,2025,11,7,4,0,7,33,40,41,49,10,170,34.0,7,49,42,4,1,1
1666,2025-11-11,2025,11,11,1,0,9,13,17,47,49,8,135,27.0,9,49,40,5,0,1
1667,2025-11-14,2025,11,14,4,0,16,28,32,36,48,13,160,32.0,16,48,32,0,5,0
1668,2025-11-18,2025,11,18,1,0,23,30,42,45,50,19,190,38.0,23,50,27,2,3,0
1669,2025-11-21,2025,11,21,4,0,1,28,39,49,50,6,167,33.4,1,50,49,3,2,1
1670,2025-11-25,2025,11,25,1,0,15,24,28,31,37,16,135,27.0,15,37,22,3,2,1
1671,2025-11-28,2025,11,28,4,0,3,17,28,29,34,1,111,22.2,3,34,31,3,2,0
1672,2025-12-02,2025,12,2,1,0,16,21,33,39,46,12,155,31.0,16,46,30,3,2,1
1673,2025-12-05,2025,12,5,4,0,12,20,27,35,46,9,140,28.0,12,46,34,2,3,0
1674,2025-12-09,2025,12,9,1,0,11,36,41,43,46,8,177,35.4,11,46,35,3,2,1
1675,2025-12-12,2025,12,12,4,0,17,18,30,42,50,3,157,31.4,17,50,33,1,4,0
1676,2025-12-16,2025,12,16,1,0,11,17,18,35,50,7,131,26.2,11,50,39,3,2,0
1677,2025-12-19,2025,12,19,4,0,2,11,15,16,30,15,74,14.8,2,30,28,2,3,0
1678,2025-12-23,2025,12,23,1,0,3,12,29,46,49,3,139,27.8,3,49,46,3,2,0
1679,2025-12-26,2025,12,26,4,0,18,20,35,46,48,2,167,33.4,18,48,30,1,4,1
1680,2025-12-30,2025,12,30,1,0,6,13,14,42,45,11,120,24.0,6,45,39,2,3,0
1681,2026-01-02,2026,1,2,4,0,17,18,35,38,39,9,147,29.4,17,39,22,3,2,0
1682,2026-01-06,2026,1,6,1,0,9,12,13,30,34,2,98,19.6,9,34,25,2,3,1
1683,2026-01-09,2026,1,9,4,0,11,20,35,42,50,7,158,31.6,11,50,39,2,3,0
1684,2026-01-13,2026,1,13,1,0,21,32,33,39,50,3,175,35.0,21,50,29,3,2,0
1685,2026-01-16,2026,1,16,4,0,8,22,36,39,47,20,152,30.4,8,47,39,2,3,1
1686,2026-01-20,2026,1,20,1,0,2,3,16,17,35,5,73,14.6,2,35,33,3,2,0
1687,2026-01-23,2026,1,23,4,0,4,16,24,29,31,15,104,20.8,4,31,27,2,3,0
1688,2026-01-27,2026,1,27,1,0,11,13,28,43,48,3,143,28.6,11,48,37,3,2,0
1689,2026-01-30,2026,1,30,4,0,19,26,31,33,39,2,148,29.6,19,39,20,4,1,1
1690,2026-02-03,2026,2,3,1,0,2,11,20,40,49,2,122,24.4,2,49,47,2,3,1
1691,2026-02-06,2026,2,6,4,0,6,13,21,28,31,5,99,19.8,6,31,25,3,2,0
1692,2026-02-10,2026,2,10,1,0,17,23,25,39,49,11,153,30.6,17,49,32,5,0,0
1693,2026-02-13,2026,2,13,4,0,4,10,23,26,37,20,100,20.0,4,37,33,2,3,1
1694,2026-02-17,2026,2,17,1,0,5,15,23,24,42,5,109,21.8,5,42,37,3,2,0
1695,2026-02-20,2026,2,20,4,0,17,19,25,28,35,17,124,24.8,17,35,18,4,1,0
1696,2026-02-24,2026,2,24,1,0,19,23,33,34,41,9,150,30.0,19,41,22,4,1,0
1697,2026-02-27,2026,2,27,4,0,11,14,24,32,43,2,124,24.8,11,43,32,2,3,1
1698,2026-03-03,2026,3,3,1,0,1,9,29,38,43,15,120,24.0,1,43,42,4,1,0
1699,2026-03-06,2026,3,6,4,0,10,11,15,18,50,11,104,20.8,10,50,40,2,3,0
1700,2026-03-10,2026,3,10,1,0,1,5,13,20,25,14,64,12.8,1,25,24,4,1,1
1701,2026-03-13,2026,3,13,4,0,1,3,27,45,50,17,126,25.2,1,50,49,4,1,0
1702,2026-03-17,2026,3,17,1,0,10,13,40,47,48,5,158,31.6,10,48,38,2,3,0
1703,2026-03-20,2026,3,20,4,0,5,8,11,17,41,2,82,16.4,5,41,36,4,1,1
1704,2026-03-24,2026,3,24,1,0,11,13,19,22,39,1,104,20.8,11,39,28,4,1,0
1705,2026-03-27,2026,3,27,4,0,6,12,25,28,36,15,107,21.4,6,36,30,1,4,0
1706,2026-03-31,2026,3,31,1,0,5,13,15,24,43,6,100,20.0,5,43,38,4,1,1
1707,2026-04-03,2026,4,3,4,0,1,14,25,29,41,18,110,22.0,1,41,40,4,1,1
1708,2026-04-07,2026,4,7,1,0,16,17,18,22,41,10,114,22.8,16,41,25,2,3,1
1709,2026-04-10,2026,4,10,4,0,27,36,38,40,48,17,189,37.8,27,48,21,1,4,0
1710,2026-04-14,2026,4,14,1,0,2,6,16,30,31,6,85,17.0,2,31,29,1,4,1
1711,2026-04-17,2026,4,17,4,0,17,26,39,43,45,2,170,34.0,17,45,28,4,1,1
1712,2026-04-21,2026,4,21,1,0,5,13,31,32,47,3,128,25.6,5,47,42,4,1,0
1713,2026-04-24,2026,4,24,4,0,16,19,24,25,41,20,125,25.0,16,41,25,3,2,1
1714,2026-04-28,2026,4,28,1,0,5,17,38,44,47,2,151,30.2,5,47,42,3,2,1
1715,2026-05-01,2026,5,1,4,0,15,17,27,29,35,12,123,24.6,15,35,20,5,0,1
1716,2026-05-05,2026,5,5,1,0,1,4,5,22,28,5,60,12.0,1,28,27,2,3,0
1717,2026-05-08,2026,5,8,4,0,1,32,40,43,48,9,164,32.8,1,48,47,2,3,0
1718,2026-05-12,2026,5,12,1,0,25,30,32,33,46,6,166,33.2,25,46,21,2,3,1
1719,2026-05-15,2026,5,15,4,0,20,24,29,38,39,11,150,30.0,20,39,19,2,3,0
1720,2026-05-19,2026,5,19,1,0,19,24,29,47,48,4,167,33.4,19,48,29,3,2,1
1721,2026-05-22,2026,5,22,4,0,6,8,16,22,25,18,77,15.4,6,25,19,1,4,1
1722,2026-05-26,2026,5,26,1,0,1,9,30,31,47,3,118,23.6,1,47,46,4,1,0
1723,2026-05-29,2026,5,29,4,0,9,14,16,25,30,14,94,18.8,9,30,21,2,3,1
1724,2026-06-02,2026,6,2,1,0,2,10,22,28,49,7,111,22.2,2,49,47,1,4,0
1725,2026-06-05,2026,6,5,4,0,2,16,33,37,43,6,131,26.2,2,43,41,3,2,1
1726,2026-06-09,2026,6,9,1,0,5,8,12,19,48,1,92,18.4,5,48,43,2,3,0
1727,2026-06-12,2026,6,12,4,0,7,23,27,30,45,6,132,26.4,7,45,38,4,1,1
1728,2026-06-16,2026,6,16,1,0,2,19,20,40,43,11,124,24.8,2,43,41,2,3,0
1729,2026-06-19,2026,6,19,4,0,9,10,27,37,44,13,127,25.4,9,44,35,3,2,0
1730,2026-06-23,2026,6,23,1,0,16,25,32,33,50,11,156,31.2,16,50,34,2,3,0
1731,2026-06-26,2026,6,26,4,0,17,26,37,40,45,13,165,33.0,17,45,28,3,2,0
1732,2026-06-30,2026,6,30,1,0,21,26,40,42,44,15,173,34.6,21,44,23,1,4,0
1733,2026-07-03,2026,7,3,4,0,9,14,27,32,34,15,116,23.2,9,34,25,2,3,0
1734,2026-07-07,2026,7,7,1,0,16,18,21,29,47,11,131,26.2,16,47,31,3,2,0
1735,2026-07-10,2026,7,10,4,0,2,12,13,20,23,12,70,14.0,2,23,21,2,3,1
1736,2026-07-14,2026,7,14,1,0,9,13,21,36,40,4,119,23.8,9,40,31,3,2,1
1737,2026-07-17,2026,7,17,4,0,6,9,31,37,42,4,125,25.0,6,42,36,3,2,1
1738,2026-07-21,2026,7,21,1,0,15,40,41,47,50,16,193,38.6,15,50,35,3,2,1
1739,2026-07-24,2026,7,24,4,0,4,8,13,22,38,1,85,17.0,4,38,34,1,4,0
1740,2026-07-28,2026,7,28,1,0,3,12,27,36,47,15,125,25.0,3,47,44,3,2,0
1741,2026-07-31,2026,7,31,4,0,10,11,37,45,46,11,149,29.8,10,46,36,3,2,0
1742,2026-08-04,2026,8,4,1,0,16,24,29,34,38,15,141,28.2,16,38,22,1,4,0
1743,2026-08-07,2026,8,7,4,0,8,22,31,39,40,5,140,28.0,8,40,32,2,3,0
1744,2026-08-11,2026,8,11,1,0,3,14,26,40,48,10,131,26.2,3,48,45,1,4,1
1745,2010-01-01,2010,1,1,4,0,17,21,24,32,37,10,131,26.2,17,37,20,3,2,1
1746,2010-01-05,2010,1,5,1,0,1,8,31,43,44,11,127,25.4,1,44,43,3,2,0
1747,2010-01-08,2010,1,8,4,0,6,15,27,39,45,19,132,26.4,6,45,39,4,1,0
1748,2010-01-12,2010,1,12,1,0,10,11,18,30,35,7,104,20.8,10,35,25,2,3,0
1749,2010-01-15,2010,1,15,4,0,1,5,21,42,44,8,113,22.6,1,44,43,3,2,1
1750,2010-01-19,2010,1,19,1,0,10,16,18,21,38,18,103,20.6,10,38,28,1,4,1
1751,2010-01-22,2010,1,22,4,0,7,11,18,19,34,7,89,17.8,7,34,27,3,2,0
1752,2010-01-26,2010,1,26,1,0,2,3,15,21,36,19,77,15.4,2,36,34,3,2,0
1753,2010-01-29,2010,1,29,4,0,2,6,39,42,43,3,132,26.4,2,43,41,2,3,0
1754,2010-02-02,2010,2,2,1,0,7,25,33,38,42,8,145,29.0,7,42,35,3,2,1
1755,2010-02-05,2010,2,5,4,0,1,8,21,29,39,20,98,19.6,1,39,38,4,1,1
1756,2010-02-09,2010,2,9,1,0,10,18,26,36,45,19,135,27.0,10,45,35,1,4,0
1757,2010-02-12,2010,2,12,4,0,6,32,36,38,45,1,157,31.4,6,45,39,1,4,0
1758,2010-02-16,2010,2,16,1,0,22,23,30,33,44,9,152,30.4,22,44,22,2,3,0
1759,2010-02-19,2010,2,19,4,0,7,8,10,22,35,4,82,16.4,7,35,28,2,3,1
1760,2010-02-23,2010,2,23,1,0,4,12,18,34,41,14,109,21.8,4,41,37,1,4,1
1761,2010-02-26,2010,2,26,4,0,4,9,14,23,37,8,87,17.4,4,37,33,3,2,1
1762,2010-03-02,2010,3,2,1,0,1,12,15,36,43,6,107,21.4,1,43,42,3,2,1
1763,2010-03-05,2010,3,5,4,0,10,11,12,22,38,10,93,18.6,10,38,28,1,4,1
1764,2010-03-09,2010,3,9,1,0,3,6,11,28,45,15,93,18.6,3,45,42,3,2,0
1765,2010-03-12,2010,3,12,4,0,8,14,18,22,28,10,90,18.0,8,28,20,0,5,1
1766,2010-03-16,2010,3,16,1,0,16,32,40,42,45,16,175,35.0,16,45,29,1,4,1
1767,2010-03-19,2010,3,19,4,0,7,11,33,44,45,3,140,28.0,7,45,38,4,1,0
1768,2010-03-23,2010,3,23,1,0,1,6,9,10,15,11,41,8.2,1,15,14,3,2,0
1769,2010-03-26,2010,3,26,4,0,25,30,33,36,44,15,168,33.6,25,44,19,2,3,0
1770,2010-03-30,2010,3,30,1,0,9,27,30,35,42,17,143,28.6,9,42,33,3,2,0
1771,2010-04-06,2010,4,6,1,0,2,13,19,38,42,16,114,22.8,2,42,40,2,3,1
1772,2010-04-09,2010,4,9,4,0,2,16,27,30,31,15,106,21.2,2,31,29,2,3,0
1773,2010-04-13,2010,4,13,1,0,15,18,28,42,45,5,148,29.6,15,45,30,2,3,0
1774,2010-04-16,2010,4,16,4,0,7,19,21,37,40,18,124,24.8,7,40,33,4,1,1
1775,2010-04-20,2010,4,20,1,0,7,20,26,32,39,3,124,24.8,7,39,32,2,3,0
1776,2010-04-23,2010,4,23,4,0,12,18,43,44,45,5,162,32.4,12,45,33,2,3,0
1777,2010-04-27,2010,4,27,1,0,13,14,23,24,27,1,101,20.2,13,27,14,3,2,0
1778,2010-04-30,2010,4,30,4,0,1,11,30,35,44,15,121,24.2,1,44,43,3,2,0
1779,2010-05-04,2010,5,4,1,0,9,17,28,36,43,4,133,26.6,9,43,34,3,2,1
1780,2010-05-07,2010,5,7,4,0,10,18,25,26,34,15,113,22.6,10,34,24,1,4,0
1781,2010-05-11,2010,5,11,1,0,4,14,17,42,44,13,121,24.2,4,44,40,1,4,0
1782,2010-05-14,2010,5,14,4,0,6,8,15,32,42,7,103,20.6,6,42,36,1,4,0
1783,2010-05-18,2010,5,18,1,0,6,17,25,29,42,6,119,23.8,6,42,36,3,2,1
1784,2010-05-21,2010,5,21,4,0,2,14,25,30,40,2,111,22.2,2,40,38,1,4,1
1785,2010-05-25,2010,5,25,1,0,4,15,21,30,32,8,102,20.4,4,32,28,2,3,1
1786,2010-05-28,2010,5,28,4,0,2,9,24,26,42,2,103,20.6,2,42,40,1,4,1
1787,2010-06-01,2010,6,1,1,0,2,5,12,23,45,15,87,17.4,2,45,43,3,2,0
1788,2010-06-04,2010,6,4,4,0,1,16,20,27,33,13,97,19.4,1,33,32,3,2,0
1789,2010-06-08,2010,6,8,1,0,7,8,23,30,39,6,107,21.4,7,39,32,3,2,1
1790,2010-06-11,2010,6,11,4,0,12,14,18,23,42,13,109,21.8,12,42,30,1,4,0
1791,2010-06-15,2010,6,15,1,0,13,25,34,40,41,7,153,30.6,13,41,28,3,2,0
1792,2010-06-18,2010,6,18,4,0,6,8,9,11,22,15,56,11.2,6,22,16,2,3,0
1793,2010-06-22,2010,6,22,1,0,16,23,36,40,45,19,160,32.0,16,45,29,2,3,0
1794,2010-06-25,2010,6,25,4,0,13,23,31,40,42,11,149,29.8,13,42,29,3,2,0
1795,2010-06-29,2010,6,29,1,0,5,8,9,23,35,9,80,16.0,5,35,30,4,1,0
1796,2010-07-02,2010,7,2,4,0,2,6,7,9,31,7,55,11.0,2,31,29,3,2,0
1797,2010-07-06,2010,7,6,1,0,7,8,21,39,41,9,116,23.2,7,41,34,4,1,0
1798,2010-07-09,2010,7,9,4,0,12,15,18,20,25,13,90,18.0,12,25,13,2,3,0
1799,2010-07-13,2010,7,13,1,0,5,11,13,20,30,15,79,15.8,5,30,25,3,2,0
1800,2010-07-16,2010,7,16,4,0,13,20,42,44,45,12,164,32.8,13,45,32,2,3,1
1801,2010-07-20,2010,7,20,1,0,1,21,27,32,36,9,117,23.4,1,36,35,3,2,0
1802,2010-07-23,2010,7,23,4,0,18,23,24,33,37,15,135,27.0,18,37,19,3,2,0
1803,2010-07-27,2010,7,27,1,0,2,7,19,24,30,20,82,16.4,2,30,28,2,3,1
1804,2010-07-30,2010,7,30,4,0,2,9,21,25,37,12,94,18.8,2,37,35,4,1,1
1805,2010-08-03,2010,8,3,1,0,1,6,15,35,44,20,101,20.2,1,44,43,3,2,1
1806,2010-08-06,2010,8,6,4,0,1,3,13,22,29,18,68,13.6,1,29,28,4,1,1
1807,2010-08-10,2010,8,10,1,0,9,19,31,33,45,16,137,27.4,9,45,36,5,0,1
1808,2010-08-13,2010,8,13,4,0,8,9,10,31,39,12,97,19.4,8,39,31,3,2,1
1809,2010-08-17,2010,8,17,1,0,11,17,30,35,45,20,138,27.6,11,45,34,4,1,1
1810,2010-08-20,2010,8,20,4,0,15,21,24,32,44,11,136,27.2,15,44,29,2,3,0
1811,2010-08-24,2010,8,24,1,0,6,23,27,33,44,16,133,26.6,6,44,38,3,2,1
1812,2010-08-27,2010,8,27,4,0,7,8,26,36,42,20,119,23.8,7,42,35,1,4,1
1813,2010-08-31,2010,8,31,1,0,12,27,37,41,44,20,161,32.2,12,44,32,3,2,1
1814,2010-09-03,2010,9,3,4,0,12,17,37,41,43,8,150,30.0,12,43,31,4,1,1
1815,2010-09-07,2010,9,7,1,0,3,25,37,42,44,10,151,30.2,3,44,41,3,2,1
1816,2010-09-10,2010,9,10,4,0,1,17,19,33,38,1,108,21.6,1,38,37,4,1,0
1817,2010-09-14,2010,9,14,1,0,3,23,29,33,40,2,128,25.6,3,40,37,4,1,1
1818,2010-09-17,2010,9,17,4,0,2,19,28,42,44,5,135,27.0,2,44,42,1,4,0
1819,2010-09-21,2010,9,21,1,0,31,33,36,40,42,13,182,36.4,31,42,11,2,3,0
1820,2010-09-24,2010,9,24,4,0,1,5,10,16,19,8,51,10.2,1,19,18,3,2,1
1821,2010-09-28,2010,9,28,1,0,1,3,4,5,40,15,53,10.6,1,40,39,3,2,0
1822,2010-10-01,2010,10,1,4,0,16,22,28,30,31,20,127,25.4,16,31,15,1,4,1
1823,2010-10-05,2010,10,5,1,0,3,15,25,32,38,4,113,22.6,3,38,35,3,2,1
1824,2010-10-08,2010,10,8,4,0,3,7,16,21,40,3,87,17.4,3,40,37,3,2,0
1825,2010-10-12,2010,10,12,1,0,1,17,18,19,44,14,99,19.8,1,44,43,3,2,1
1826,2010-10-15,2010,10,15,4,0,4,14,26,34,44,12,122,24.4,4,44,40,0,5,1
1827,2010-10-19,2010,10,19,1,0,9,11,17,35,38,16,110,22.0,9,38,29,4,1,1
1828,2010-10-22,2010,10,22,4,0,10,15,16,22,36,1,99,19.8,10,36,26,1,4,0
1829,2010-10-26,2010,10,26,1,0,13,28,32,35,36,8,144,28.8,13,36,23,2,3,1
1830,2010-10-29,2010,10,29,4,0,10,31,32,39,45,10,157,31.4,10,45,35,3,2,1
1831,2010-11-02,2010,11,2,1,0,12,13,21,22,29,9,97,19.4,12,29,17,3,2,0
1832,2010-11-05,2010,11,5,4,0,1,4,25,26,32,10,88,17.6,1,32,31,2,3,1
1833,2010-11-09,2010,11,9,1,0,6,22,29,35,45,8,137,27.4,6,45,39,3,2,1
1834,2010-11-12,2010,11,12,4,0,4,8,11,16,40,17,79,15.8,4,40,36,1,4,0
1835,2010-11-16,2010,11,16,1,0,4,28,32,38,40,2,142,28.4,4,40,36,0,5,1
1836,2010-11-19,2010,11,19,4,0,1,17,19,26,32,4,95,19.0,1,32,31,3,2,1
1837,2010-11-23,2010,11,23,1,0,2,9,10,33,43,6,97,19.4,2,43,41,3,2,1
1838,2010-11-26,2010,11,26,4,0,12,17,22,25,34,19,110,22.0,12,34,22,2,3,0
1839,2010-11-30,2010,11,30,1,0,3,6,11,12,25,9,57,11.4,3,25,22,3,2,0
1840,2010-12-03,2010,12,3,4,0,19,24,37,43,45,10,168,33.6,19,45,26,4,1,1
1841,2010-12-07,2010,12,7,1,0,12,28,30,44,45,9,159,31.8,12,45,33,1,4,0
1842,2010-12-10,2010,12,10,4,0,6,13,18,24,41,7,102,20.4,6,41,35,2,3,0
1843,2010-12-14,2010,12,14,1,0,12,30,31,32,35,4,140,28.0,12,35,23,2,3,1
1844,2010-12-17,2010,12,17,4,0,1,7,8,17,30,17,63,12.6,1,30,29,3,2,0
1845,2010-12-21,2010,12,21,1,0,19,25,31,39,40,14,154,30.8,19,40,21,4,1,1
1846,2010-12-24,2010,12,24,4,0,26,30,31,33,40,3,160,32.0,26,40,14,2,3,0
1847,2010-12-28,2010,12,28,1,0,5,6,7,9,17,11,44,8.8,5,17,12,4,1,0
1848,2010-12-31,2010,12,31,4,0,3,21,23,32,35,7,114,22.8,3,35,32,4,1,0
1849,2011-01-04,2011,1,4,1,0,2,12,18,30,38,10,100,20.0,2,38,36,0,5,1
1850,2011-01-07,2011,1,7,4,0,9,12,26,29,34,12,110,22.0,9,34,25,2,3,1
1851,2011-01-11,2011,1,11,1,0,14,15,22,27,37,7,115,23.0,14,37,23,3,2,0
1852,2011-01-14,2011,1,14,4,0,8,16,21,36,42,4,123,24.6,8,42,34,1,4,1
1853,2011-01-18,2011,1,18,1,0,5,10,36,41,44,18,136,27.2,5,44,39,2,3,1
1854,2011-01-21,2011,1,21,4,0,6,13,18,19,22,10,78,15.6,6,22,16,2,3,1
1855,2011-01-25,2011,1,25,1,0,3,9,12,18,38,9,80,16.0,3,38,35,2,3,0
1856,2011-01-28,2011,1,28,4,0,5,9,11,22,37,7,84,16.8,5,37,32,4,1,0
1857,2011-02-01,2011,2,1,1,0,2,5,29,39,41,7,116,23.2,2,41,39,4,1,0
1858,2011-02-04,2011,2,4,4,0,11,12,16,31,37,3,107,21.4,11,37,26,3,2,0
1859,2011-02-08,2011,2,8,1,0,14,20,22,34,35,8,125,25.0,14,35,21,1,4,1
1860,2011-02-11,2011,2,11,4,0,14,25,27,31,34,10,131,26.2,14,34,20,3,2,1
1861,2011-02-15,2011,2,15,1,0,1,17,23,41,42,17,124,24.8,1,42,41,4,1,0
1862,2011-02-18,2011,2,18,4,0,2,7,12,17,31,17,69,13.8,2,31,29,3,2,0
1863,2011-02-22,2011,2,22,1,0,4,10,12,33,35,16,94,18.8,4,35,31,2,3,1
1864,2011-02-25,2011,2,25,4,0,3,24,31,37,41,2,136,27.2,3,41,38,4,1,1
1865,2011-03-01,2011,3,1,1,0,1,7,24,28,37,15,97,19.4,1,37,36,3,2,0
1866,2011-03-04,2011,3,4,4,0,7,13,18,34,44,20,116,23.2,7,44,37,2,3,1
1867,2011-03-08,2011,3,8,1,0,17,21,31,34,41,4,144,28.8,17,41,24,4,1,1
1868,2011-03-11,2011,3,11,4,0,5,34,39,43,45,8,166,33.2,5,45,40,4,1,1
1869,2011-03-15,2011,3,15,1,0,12,22,32,36,43,10,145,29.0,12,43,31,1,4,1
1870,2011-03-18,2011,3,18,4,0,8,28,36,40,42,4,154,30.8,8,42,34,0,5,1
1871,2011-03-22,2011,3,22,1,0,8,15,24,39,41,8,127,25.4,8,41,33,3,2,1
1872,2011-03-25,2011,3,25,4,0,13,16,25,36,39,8,129,25.8,13,39,26,3,2,1
1873,2011-03-29,2011,3,29,1,0,3,15,17,24,38,13,97,19.4,3,38,35,3,2,0
1874,2011-04-01,2011,4,1,4,0,1,12,23,36,42,18,114,22.8,1,42,41,2,3,1
1875,2011-04-05,2011,4,5,1,0,16,23,25,33,34,9,131,26.2,16,34,18,3,2,0
1876,2011-04-08,2011,4,8,4,0,1,14,37,39,40,3,131,26.2,1,40,39,3,2,0
1877,2011-04-12,2011,4,12,1,0,7,20,27,35,37,10,126,25.2,7,37,30,4,1,1
1878,2011-04-15,2011,4,15,4,0,8,15,18,25,37,5,103,20.6,8,37,29,3,2,0
1879,2011-04-19,2011,4,19,1,0,8,14,15,16,38,2,91,18.2,8,38,30,1,4,1
1880,2011-04-26,2011,4,26,1,0,12,16,25,37,45,7,135,27.0,12,45,33,3,2,0
1881,2011-04-29,2011,4,29,4,0,1,15,39,41,45,7,141,28.2,1,45,44,5,0,0
1882,2011-05-03,2011,5,3,1,0,8,10,11,33,34,17,96,19.2,8,34,26,2,3,0
1883,2011-05-06,2011,5,6,4,0,4,9,20,38,45,2,116,23.2,4,45,41,2,3,1
1884,2011-05-10,2011,5,10,1,0,1,17,31,41,43,1,133,26.6,1,43,42,5,0,0
1885,2011-05-13,2011,5,13,4,0,4,10,11,32,38,6,95,19.0,4,38,34,1,4,1
1886,2011-05-17,2011,5,17,1,0,13,16,24,26,27,10,106,21.2,13,27,14,2,3,1
1887,2011-05-20,2011,5,20,4,0,3,7,10,31,42,6,93,18.6,3,42,39,3,2,1
1888,2011-05-24,2011,5,24,1,0,13,16,21,41,45,18,136,27.2,13,45,32,4,1,1
1889,2011-05-27,2011,5,27,4,0,7,16,22,34,45,17,124,24.8,7,45,38,2,3,0
1890,2011-05-31,2011,5,31,1,0,7,8,13,33,35,17,96,19.2,7,35,28,4,1,0
1891,2011-06-03,2011,6,3,4,0,6,30,31,33,36,16,136,27.2,6,36,30,2,3,1
1892,2011-06-07,2011,6,7,1,0,10,16,24,32,35,7,117,23.4,10,35,25,1,4,0
1893,2011-06-10,2011,6,10,4,0,13,24,26,30,42,16,135,27.0,13,42,29,1,4,1
1894,2011-06-14,2011,6,14,1,0,11,16,34,39,40,11,140,28.0,11,40,29,2,3,0
1895,2011-06-17,2011,6,17,4,0,15,23,33,44,45,6,160,32.0,15,45,30,4,1,1
1896,2011-06-21,2011,6,21,1,0,2,8,28,30,35,13,103,20.6,2,35,33,1,4,0
1897,2011-06-24,2011,6,24,4,0,6,18,28,31,36,20,119,23.8,6,36,30,1,4,1
1898,2011-06-28,2011,6,28,1,0,2,16,25,37,41,12,121,24.2,2,41,39,3,2,1
1899,2011-07-01,2011,7,1,4,0,2,9,31,35,37,4,114,22.8,2,37,35,4,1,1
1900,2011-07-05,2011,7,5,1,0,2,30,31,34,42,5,139,27.8,2,42,40,1,4,0
1901,2011-07-08,2011,7,8,4,0,5,22,30,32,33,18,122,24.4,5,33,28,2,3,1
1902,2011-07-12,2011,7,12,1,0,10,16,28,34,45,6,133,26.6,10,45,35,1,4,1
1903,2011-07-15,2011,7,15,4,0,9,16,19,24,28,19,96,19.2,9,28,19,2,3,0
1904,2011-07-19,2011,7,19,1,0,2,14,15,18,29,20,78,15.6,2,29,27,2,3,1
1905,2011-07-22,2011,7,22,4,0,13,22,25,26,35,13,121,24.2,13,35,22,3,2,0
1906,2011-07-26,2011,7,26,1,0,18,26,28,34,36,3,142,28.4,18,36,18,0,5,0
1907,2011-07-29,2011,7,29,4,0,7,12,23,40,42,2,124,24.8,7,42,35,2,3,1
1908,2011-08-02,2011,8,2,1,0,3,9,16,27,31,13,86,17.2,3,31,28,4,1,0
1909,2011-08-05,2011,8,5,4,0,5,9,10,21,44,10,89,17.8,5,44,39,3,2,1
1910,2011-08-09,2011,8,9,1,0,31,37,38,43,45,15,194,38.8,31,45,14,4,1,0
1911,2011-08-12,2011,8,12,4,0,2,8,39,41,43,16,133,26.6,2,43,41,3,2,1
1912,2011-08-16,2011,8,16,1,0,3,10,16,21,22,9,72,14.4,3,22,19,2,3,0
1913,2011-08-19,2011,8,19,4,0,5,14,19,21,28,11,87,17.4,5,28,23,3,2,0
1914,2011-08-23,2011,8,23,1,0,4,17,20,22,31,13,94,18.8,4,31,27,2,3,0
1915,2011-08-26,2011,8,26,4,0,10,18,20,36,39,13,123,24.6,10,39,29,1,4,0
1916,2011-08-30,2011,8,30,1,0,4,5,19,37,38,15,103,20.6,4,38,34,3,2,0
1917,2011-09-02,2011,9,2,4,0,15,25,34,43,45,1,162,32.4,15,45,30,4,1,0
1918,2011-09-06,2011,9,6,1,0,1,2,5,30,40,3,78,15.6,1,40,39,2,3,0
1919,2011-09-09,2011,9,9,4,0,10,18,23,36,40,4,127,25.4,10,40,30,1,4,1
1920,2011-09-13,2011,9,13,1,0,5,11,17,28,44,20,105,21.0,5,44,39,3,2,1
1921,2011-09-16,2011,9,16,4,0,2,3,4,28,38,20,75,15.0,2,38,36,1,4,1
1922,2011-09-20,2011,9,20,1,0,8,10,23,31,38,8,110,22.0,8,38,30,2,3,1
1923,2011-09-23,2011,9,23,4,0,5,22,24,25,27,5,103,20.6,5,27,22,3,2,0
1924,2011-09-27,2011,9,27,1,0,1,7,8,22,40,18,78,15.6,1,40,39,2,3,1
1925,2011-09-30,2011,9,30,4,0,11,21,24,28,35,17,119,23.8,11,35,24,3,2,0
1926,2011-10-04,2011,10,4,1,0,8,10,26,40,42,4,126,25.2,8,42,34,0,5,1
1927,2011-10-07,2011,10,7,4,0,33,36,38,40,44,4,191,38.2,33,44,11,1,4,1
1928,2011-10-11,2011,10,11,1,0,8,10,24,39,43,8,124,24.8,8,43,35,2,3,1
