day,date,year,month,day_of_month,day_of_week,is_weekend,ball_1,ball_2,ball_3,ball_4,ball_5,powerball,sum_main_balls,mean_main_balls,min_main_ball,max_main_ball,range_main_balls,odd_count,even_count,is_powerball_even
5791,2015-09-29,2015,9,29,1,0,10,11,12,24,35,19,92,18.4,10,35,25,2,3,0
5792,2015-10-02,2015,10,2,4,0,6,9,14,32,43,1,104,20.8,6,43,37,2,3,0
5793,2015-10-06,2015,10,6,1,0,24,35,38,42,44,9,183,36.6,24,44,20,1,4,0
5794,2015-10-09,2015,10,9,4,0,14,17,32,41,43,5,147,29.4,14,43,29,3,2,0
5795,2015-10-13,2015,10,13,1,0,7,11,14,23,34,3,89,17.8,7,34,27,3,2,0
5796,2015-10-16,2015,10,16,4,0,28,34,41,42,45,8,190,38.0,28,45,17,2,3,1
5797,2015-10-20,2015,10,20,1,0,13,14,17,35,44,6,123,24.6,13,44,31,3,2,1
5798,2015-10-23,2015,10,23,4,0,1,5,27,33,37,10,103,20.6,1,37,36,5,0,1
5799,2015-10-27,2015,10,27,1,0,5,13,18,27,41,3,104,20.8,5,41,36,4,1,0
5800,2015-10-30,2015,10,30,4,0,3,6,18,40,44,12,111,22.2,3,44,41,1,4,1
5801,2015-11-03,2015,11,3,1,0,1,7,10,37,45,3,100,20.0,1,45,44,4,1,0
5802,2015-11-06,2015,11,6,4,0,19,24,30,40,42,10,155,31.0,19,42,23,1,4,1
5803,2015-11-10,2015,11,10,1,0,6,21,22,28,43,2,120,24.0,6,43,37,2,3,1
5804,2015-11-13,2015,11,13,4,0,2,11,16,31,45,20,105,21.0,2,45,43,3,2,1
5805,2015-11-17,2015,11,17,1,0,17,29,35,38,40,13,159,31.8,17,40,23,3,2,0
5806,2015-11-20,2015,11,20,4,0,10,16,29,37,41,7,133,26.6,10,41,31,3,2,0
5807,2015-11-24,2015,11,24,1,0,30,33,34,44,45,8,186,37.2,30,45,15,2,3,1
5808,2015-11-27,2015,11,27,4,0,1,19,28,42,44,18,134,26.8,1,44,43,2,3,1
5809,2015-12-01,2015,12,1,1,0,4,10,18,23,34,1,89,17.8,4,34,30,1,4,0
5810,2015-12-04,2015,12,4,4,0,7,18,34,35,41,1,135,27.0,7,41,34,3,2,0
5811,2015-12-08,2015,12,8,1,0,7,10,12,24,26,7,79,15.8,7,26,19,1,4,0
5812,2015-12-11,2015,12,11,4,0,1,3,5,11,38,13,58,11.6,1,38,37,4,1,0
5813,2015-12-15,2015,12,15,1,0,4,11,18,20,42,12,95,19.0,4,42,38,1,4,1
5814,2015-12-18,2015,12,18,4,0,3,35,40,43,45,5,166,33.2,3,45,42,4,1,0
5815,2015-12-22,2015,12,22,1,0,3,8,16,38,43,9,108,21.6,3,43,40,2,3,0
5816,2015-12-29,2015,12,29,1,0,5,7,14,25,30,3,81,16.2,5,30,25,3,2,0
5817,2016-01-01,2016,1,1,4,0,13,17,24,34,40,18,128,25.6,13,40,27,2,3,1
5818,2016-01-05,2016,1,5,1,0,24,29,38,39,45,18,175,35.0,24,45,21,3,2,1
5819,2016-01-08,2016,1,8,4,0,15,17,38,39,43,11,152,30.4,15,43,28,4,1,0
5820,2016-01-12,2016,1,12,1,0,10,16,27,29,36,13,118,23.6,10,36,26,2,3,0
5821,2016-01-15,2016,1,15,4,0,4,9,19,31,32,1,95,19.0,4,32,28,3,2,0
5822,2016-01-19,2016,1,19,1,0,1,4,9,35,39,5,88,17.6,1,39,38,4,1,0
5823,2016-01-22,2016,1,22,4,0,1,5,15,23,43,11,87,17.4,1,43,42,5,0,0
5824,2016-01-26,2016,1,26,1,0,3,12,16,27,37,12,95,19.0,3,37,34,3,2,1
5825,2016-01-29,2016,1,29,4,0,5,14,20,24,28,5,91,18.2,5,28,23,1,4,0
5826,2016-02-02,2016,2,2,1,0,7,8,32,35,44,9,126,25.2,7,44,37,2,3,0
5827,2016-02-05,2016,2,5,4,0,6,15,16,31,40,9,108,21.6,6,40,34,2,3,0
5828,2016-02-09,2016,2,9,1,0,14,21,41,42,43,4,161,32.2,14,43,29,3,2,1
5829,2016-02-12,2016,2,12,4,0,9,32,40,42,44,19,167,33.4,9,44,35,1,4,0
5830,2016-02-16,2016,2,16,1,0,5,9,11,14,42,7,81,16.2,5,42,37,3,2,0
5831,2016-02-19,2016,2,19,4,0,12,14,15,23,41,18,105,21.0,12,41,29,3,2,1
5832,2016-02-23,2016,2,23,1,0,3,15,16,23,24,3,81,16.2,3,24,21,3,2,0
5833,2016-02-26,2016,2,26,4,0,5,12,35,36,38,17,126,25.2,5,38,33,2,3,0
5834,2016-03-01,2016,3,1,1,0,4,8,15,17,27,1,71,14.2,4,27,23,3,2,0
5835,2016-03-04,2016,3,4,4,0,1,6,30,40,43,6,120,24.0,1,43,42,2,3,1
5836,2016-03-08,2016,3,8,1,0,2,6,15,26,39,12,88,17.6,2,39,37,2,3,1
5837,2016-03-11,2016,3,11,4,0,1,2,3,13,34,11,53,10.6,1,34,33,3,2,0
5838,2016-03-15,2016,3,15,1,0,4,7,32,41,44,11,128,25.6,4,44,40,2,3,0
5839,2016-03-18,2016,3,18,4,0,14,17,26,32,33,14,122,24.4,14,33,19,2,3,1
5840,2016-03-22,2016,3,22,1,0,11,13,23,42,43,4,132,26.4,11,43,32,4,1,1
5841,2016-03-25,2016,3,25,4,0,1,7,12,21,33,2,74,14.8,1,33,32,4,1,1
5842,2016-03-29,2016,3,29,1,0,4,28,37,40,45,14,154,30.8,4,45,41,2,3,1
5843,2016-04-01,2016,4,1,4,0,11,15,31,37,43,11,137,27.4,11,43,32,5,0,0
5844,2016-04-05,2016,4,5,1,0,4,24,27,36,40,8,131,26.2,4,40,36,1,4,1
5845,2016-04-08,2016,4,8,4,0,24,28,34,35,43,13,164,32.8,24,43,19,2,3,0
5846,2016-04-12,2016,4,12,1,0,2,16,18,20,24,16,80,16.0,2,24,22,0,5,1
5847,2016-04-15,2016,4,15,4,0,20,29,33,37,38,6,157,31.4,20,38,18,3,2,1
5848,2016-04-19,2016,4,19,1,0,10,11,12,32,33,17,98,19.6,10,33,23,2,3,0
5849,2016-04-22,2016,4,22,4,0,1,4,12,18,29,16,64,12.8,1,29,28,2,3,1
5850,2016-04-26,2016,4,26,1,0,1,3,16,19,31,13,70,14.0,1,31,30,4,1,0
5851,2016-04-29,2016,4,29,4,0,3,11,22,35,41,9,112,22.4,3,41,38,4,1,0
5852,2016-05-03,2016,5,3,1,0,1,15,23,32,41,11,112,22.4,1,41,40,4,1,0
5853,2016-05-06,2016,5,6,4,0,3,13,24,41,44,5,125,25.0,3,44,41,3,2,0
5854,2016-05-10,2016,5,10,1,0,5,20,26,27,33,18,111,22.2,5,33,28,3,2,1
5855,2016-05-13,2016,5,13,4,0,3,5,23,29,37,20,97,19.4,3,37,34,5,0,1
5856,2016-05-17,2016,5,17,1,0,8,15,17,24,30,18,94,18.8,8,30,22,2,3,1
5857,2016-05-20,2016,5,20,4,0,21,29,32,36,43,3,161,32.2,21,43,22,3,2,0
5858,2016-05-24,2016,5,24,1,0,8,12,23,24,31,15,98,19.6,8,31,23,2,3,0
5859,2016-05-27,2016,5,27,4,0,7,15,24,28,29,2,103,20.6,7,29,22,3,2,1
5860,2016-05-31,2016,5,31,1,0,3,28,38,39,42,16,150,30.0,3,42,39,2,3,1
5861,2016-06-03,2016,6,3,4,0,7,14,20,37,43,12,121,24.2,7,43,36,3,2,1
5862,2016-06-07,2016,6,7,1,0,3,4,11,23,37,17,78,15.6,3,37,34,4,1,0
5863,2016-06-10,2016,6,10,4,0,3,6,17,21,27,10,74,14.8,3,27,24,4,1,1
5864,2016-06-14,2016,6,14,1,0,20,24,40,44,45,17,173,34.6,20,45,25,1,4,0
5865,2016-06-17,2016,6,17,4,0,7,9,23,39,45,10,123,24.6,7,45,38,5,0,1
5866,2016-06-21,2016,6,21,1,0,3,13,22,26,43,18,107,21.4,3,43,40,3,2,1
5867,2016-06-24,2016,6,24,4,0,1,7,9,21,43,9,81,16.2,1,43,42,5,0,0
5868,2016-06-28,2016,6,28,1,0,4,5,7,10,34,16,60,12.0,4,34,30,2,3,1
5869,2016-07-01,2016,7,1,4,0,17,20,22,27,41,18,127,25.4,17,41,24,3,2,1
5870,2016-07-05,2016,7,5,1,0,9,17,19,29,42,15,116,23.2,9,42,33,4,1,0
5871,2016-07-08,2016,7,8,4,0,1,12,26,36,37,3,112,22.4,1,37,36,2,3,0
5872,2016-07-12,2016,7,12,1,0,4,12,23,31,41,5,111,22.2,4,41,37,3,2,0
5873,2016-07-15,2016,7,15,4,0,2,14,31,34,37,12,118,23.6,2,37,35,2,3,1
5874,2016-07-19,2016,7,19,1,0,2,31,34,38,39,5,144,28.8,2,39,37,2,3,0
5875,2016-07-22,2016,7,22,4,0,1,7,16,28,35,3,87,17.4,1,35,34,3,2,0
5876,2016-07-26,2016,7,26,1,0,1,6,16,22,25,13,70,14.0,1,25,24,2,3,0
5877,2016-07-29,2016,7,29,4,0,4,12,31,41,42,19,130,26.0,4,42,38,2,3,0
5878,2016-08-02,2016,8,2,1,0,8,11,14,30,42,8,105,21.0,8,42,34,1,4,1
5879,2016-08-05,2016,8,5,4,0,3,21,34,37,40,20,135,27.0,3,40,37,3,2,1
5880,2016-08-09,2016,8,9,1,0,5,13,17,24,36,18,95,19.0,5,36,31,3,2,1
5881,2016-08-12,2016,8,12,4,0,10,15,35,38,39,13,137,27.4,10,39,29,3,2,0
5882,2016-08-16,2016,8,16,1,0,7,8,16,30,44,14,105,21.0,7,44,37,1,4,1
5883,2016-08-19,2016,8,19,4,0,6,18,32,33,36,4,125,25.0,6,36,30,1,4,1
5884,2016-08-23,2016,8,23,1,0,9,13,19,26,43,8,110,22.0,9,43,34,4,1,1
5885,2016-08-26,2016,8,26,4,0,2,12,14,32,42,8,102,20.4,2,42,40,0,5,1
5886,2016-08-30,2016,8,30,1,0,4,9,14,18,34,10,79,15.8,4,34,30,1,4,1
5887,2016-09-02,2016,9,2,4,0,20,23,30,38,41,10,152,30.4,20,41,21,2,3,1
5888,2016-09-06,2016,9,6,1,0,4,18,39,43,44,12,148,29.6,4,44,40,2,3,1
5889,2016-09-09,2016,9,9,4,0,2,18,35,37,41,15,133,26.6,2,41,39,3,2,0
5890,2016-09-13,2016,9,13,1,0,1,5,16,21,40,2,83,16.6,1,40,39,3,2,1
5891,2016-09-16,2016,9,16,4,0,1,12,33,34,37,16,117,23.4,1,37,36,3,2,1
5892,2016-09-20,2016,9,20,1,0,2,18,29,32,44,20,125,25.0,2,44,42,1,4,1
5893,2016-09-23,2016,9,23,4,0,3,11,30,32,37,3,113,22.6,3,37,34,3,2,0
5894,2016-09-27,2016,9,27,1,0,3,11,34,37,45,15,130,26.0,3,45,42,4,1,0
5895,2016-09-30,2016,9,30,4,0,5,15,16,25,36,16,97,19.4,5,36,31,3,2,1
5896,2016-10-04,2016,10,4,1,0,4,16,18,25,30,6,93,18.6,4,30,26,1,4,1
5897,2016-10-07,2016,10,7,4,0,2,14,24,34,45,7,119,23.8,2,45,43,1,4,0
5898,2016-10-11,2016,10,11,1,0,15,23,24,26,36,19,124,24.8,15,36,21,2,3,0
5899,2016-10-14,2016,10,14,4,0,4,12,31,38,40,3,125,25.0,4,40,36,1,4,0
5900,2016-10-18,2016,10,18,1,0,7,19,35,41,44,16,146,29.2,7,44,37,4,1,1
5901,2016-10-21,2016,10,21,4,0,8,15,20,22,29,19,94,18.8,8,29,21,2,3,0
5902,2016-10-25,2016,10,25,1,0,8,24,27,30,43,14,132,26.4,8,43,35,2,3,1
5903,2016-10-28,2016,10,28,4,0,9,10,18,25,36,3,98,19.6,9,36,27,2,3,0
5904,2016-11-01,2016,11,1,1,0,24,25,26,37,44,12,156,31.2,24,44,20,2,3,1
5905,2016-11-04,2016,11,4,4,0,5,14,23,31,36,19,109,21.8,5,36,31,3,2,0
5906,2016-11-08,2016,11,8,1,0,5,30,40,43,44,2,162,32.4,5,44,39,2,3,1
5907,2016-11-11,2016,11,11,4,0,1,3,20,35,36,12,95,19.0,1,36,35,3,2,1
5908,2016-11-15,2016,11,15,1,0,11,17,23,42,45,13,138,27.6,11,45,34,4,1,0
5909,2016-11-18,2016,11,18,4,0,2,7,12,18,21,10,60,12.0,2,21,19,2,3,1
5910,2016-11-22,2016,11,22,1,0,17,18,19,25,36,13,115,23.0,17,36,19,3,2,0
5911,2016-11-25,2016,11,25,4,0,5,21,22,28,33,18,109,21.8,5,33,28,3,2,1
5912,2016-11-29,2016,11,29,1,0,4,9,22,31,41,12,107,21.4,4,41,37,3,2,1
5913,2016-12-02,2016,12,2,4,0,1,11,24,28,42,9,106,21.2,1,42,41,2,3,0
5914,2016-12-06,2016,12,6,1,0,1,24,29,33,38,20,125,25.0,1,38,37,3,2,1
5915,2016-12-09,2016,12,9,4,0,1,2,8,10,14,9,35,7.0,1,14,13,1,4,0
5916,2016-12-13,2016,12,13,1,0,7,8,23,26,33,16,97,19.4,7,33,26,3,2,1
5917,2016-12-16,2016,12,16,4,0,8,15,26,28,35,10,112,22.4,8,35,27,2,3,1
5918,2016-12-20,2016,12,20,1,0,1,9,17,20,23,12,70,14.0,1,23,22,4,1,1
5919,2016-12-23,2016,12,23,4,0,1,4,6,11,16,2,38,7.6,1,16,15,2,3,1
5920,2016-12-27,2016,12,27,1,0,8,16,20,21,36,4,101,20.2,8,36,28,1,4,1
5921,2016-12-30,2016,12,30,4,0,14,31,33,42,44,15,164,32.8,14,44,30,2,3,0
5922,2017-01-03,2017,1,3,1,0,6,16,26,29,31,8,108,21.6,6,31,25,2,3,1
5923,2017-01-06,2017,1,6,4,0,11,14,30,40,42,9,137,27.4,11,42,31,1,4,0
5924,2017-01-10,2017,1,10,1,0,6,20,25,28,31,10,110,22.0,6,31,25,2,3,1
5925,2017-01-13,2017,1,13,4,0,14,20,21,26,38,18,119,23.8,14,38,24,1,4,1
5926,2017-01-17,2017,1,17,1,0,12,29,35,36,41,10,153,30.6,12,41,29,3,2,1
5927,2017-01-20,2017,1,20,4,0,5,7,17,23,41,6,93,18.6,5,41,36,5,0,1
5928,2017-01-24,2017,1,24,1,0,7,19,33,35,39,5,133,26.6,7,39,32,5,0,0
5929,2017-01-27,2017,1,27,4,0,4,5,16,28,30,10,83,16.6,4,30,26,1,4,1
5930,2017-01-31,2017,1,31,1,0,2,9,31,40,45,3,127,25.4,2,45,43,3,2,0
5931,2017-02-03,2017,2,3,4,0,20,22,37,39,43,17,161,32.2,20,43,23,3,2,0
5932,2017-02-07,2017,2,7,1,0,7,16,18,30,39,2,110,22.0,7,39,32,2,3,1
5933,2017-02-10,2017,2,10,4,0,1,12,21,24,42,5,100,20.0,1,42,41,2,3,0
5934,2017-02-14,2017,2,14,1,0,5,12,14,39,42,17,112,22.4,5,42,37,2,3,0
5935,2017-02-17,2017,2,17,4,0,9,20,23,39,42,6,133,26.6,9,42,33,3,2,1
5936,2017-02-21,2017,2,21,1,0,9,11,14,29,37,5,100,20.0,9,37,28,4,1,0
5937,2017-02-24,2017,2,24,4,0,6,9,20,30,38,11,103,20.6,6,38,32,1,4,0
5938,2017-02-28,2017,2,28,1,0,9,15,20,42,45,5,131,26.2,9,45,36,3,2,0
5939,2017-03-03,2017,3,3,4,0,1,19,24,34,41,16,119,23.8,1,41,40,3,2,1
5940,2017-03-07,2017,3,7,1,0,6,10,14,35,44,5,109,21.8,6,44,38,1,4,0
5941,2017-03-10,2017,3,10,4,0,11,20,24,28,33,2,116,23.2,11,33,22,2,3,1
5942,2017-03-14,2017,3,14,1,0,11,19,31,33,36,10,130,26.0,11,36,25,4,1,1
5943,2017-03-17,2017,3,17,4,0,6,15,20,31,37,8,109,21.8,6,37,31,3,2,1
5944,2017-03-21,2017,3,21,1,0,7,9,10,33,34,14,93,18.6,7,34,27,3,2,1
5945,2017-03-24,2017,3,24,4,0,1,3,5,13,15,11,37,7.4,1,15,14,5,0,0
5946,2017-03-28,2017,3,28,1,0,2,6,7,22,27,3,64,12.8,2,27,25,2,3,0
5947,2017-03-31,2017,3,31,4,0,9,11,20,22,36,13,98,19.6,9,36,27,2,3,0
5948,2017-04-04,2017,4,4,1,0,10,19,28,33,34,1,124,24.8,10,34,24,2,3,0
5949,2017-04-07,2017,4,7,4,0,20,21,24,34,43,20,142,28.4,20,43,23,2,3,1
5950,2017-04-11,2017,4,11,1,0,14,18,24,27,38,18,121,24.2,14,38,24,1,4,1
5951,2017-04-14,2017,4,14,4,0,13,17,20,33,42,4,125,25.0,13,42,29,3,2,1
5952,2017-04-18,2017,4,18,1,0,2,5,21,24,25,1,77,15.4,2,25,23,3,2,0
5953,2017-04-21,2017,4,21,4,0,3,7,11,29,40,18,90,18.0,3,40,37,4,1,1
5954,2017-04-25,2017,4,25,1,0,2,19,25,30,32,13,108,21.6,2,32,30,2,3,0
5955,2017-04-28,2017,4,28,4,0,8,23,24,40,44,7,139,27.8,8,44,36,1,4,0
5956,2017-05-02,2017,5,2,1,0,2,10,12,27,32,13,83,16.6,2,32,30,1,4,0
5957,2017-05-05,2017,5,5,4,0,8,9,21,24,26,4,88,17.6,8,26,18,2,3,1
5958,2017-05-09,2017,5,9,1,0,18,19,23,37,43,14,140,28.0,18,43,25,4,1,1
5959,2017-05-12,2017,5,12,4,0,1,3,15,30,37,5,86,17.2,1,37,36,4,1,0
5960,2017-05-16,2017,5,16,1,0,9,20,30,36,38,13,133,26.6,9,38,29,1,4,0
5961,2017-05-19,2017,5,19,4,0,1,2,9,17,37,7,66,13.2,1,37,36,4,1,0
5962,2017-05-23,2017,5,23,1,0,4,7,15,22,26,4,74,14.8,4,26,22,2,3,1
5963,2017-05-26,2017,5,26,4,0,13,26,29,31,37,7,136,27.2,13,37,24,4,1,0
5964,2017-05-30,2017,5,30,1,0,12,14,25,26,39,2,116,23.2,12,39,27,2,3,1
5965,2017-06-02,2017,6,2,4,0,7,11,16,38,45,20,117,23.4,7,45,38,3,2,1
5966,2017-06-06,2017,6,6,1,0,1,27,28,32,43,12,131,26.2,1,43,42,3,2,1
5967,2017-06-09,2017,6,9,4,0,11,12,17,19,35,1,94,18.8,11,35,24,4,1,0
5968,2017-06-13,2017,6,13,1,0,13,18,32,36,45,14,144,28.8,13,45,32,2,3,1
5969,2017-06-16,2017,6,16,4,0,4,7,25,28,33,14,97,19.4,4,33,29,3,2,1
5970,2017-06-20,2017,6,20,1,0,14,21,28,38,40,18,141,28.2,14,40,26,1,4,1
5971,2017-06-23,2017,6,23,4,0,14,20,33,44,45,19,156,31.2,14,45,31,2,3,0
5972,2017-06-27,2017,6,27,1,0,26,27,30,32,45,16,160,32.0,26,45,19,2,3,1
5973,2017-06-30,2017,6,30,4,0,4,5,10,23,28,3,70,14.0,4,28,24,2,3,0
5974,2017-07-04,2017,7,4,1,0,5,7,10,15,30,5,67,13.4,5,30,25,3,2,0
5975,2017-07-07,2017,7,7,4,0,9,16,18,32,43,2,118,23.6,9,43,34,2,3,1
5976,2017-07-11,2017,7,11,1,0,2,15,19,27,34,19,97,19.4,2,34,32,3,2,0
5977,2017-07-14,2017,7,14,4,0,21,28,29,31,35,8,144,28.8,21,35,14,4,1,1
5978,2017-07-18,2017,7,18,1,0,23,25,30,40,43,20,161,32.2,23,43,20,3,2,1
5979,2017-07-21,2017,7,21,4,0,7,20,29,40,43,6,139,27.8,7,43,36,3,2,1
5980,2017-07-25,2017,7,25,1,0,12,18,22,29,44,6,125,25.0,12,44,32,1,4,1
5981,2017-07-28,2017,7,28,4,0,7,28,30,35,39,1,139,27.8,7,39,32,3,2,0
5982,2017-08-01,2017,8,1,1,0,5,18,36,40,42,5,141,28.2,5,42,37,1,4,0
5983,2017-08-04,2017,8,4,4,0,15,17,24,25,28,17,109,21.8,15,28,13,3,2,0
5984,2017-08-08,2017,8,8,1,0,3,5,12,14,22,9,56,11.2,3,22,19,2,3,0
5985,2017-08-11,2017,8,11,4,0,11,28,31,32,41,18,143,28.6,11,41,30,3,2,1
5986,2017-08-15,2017,8,15,1,0,4,17,27,34,35,5,117,23.4,4,35,31,3,2,0
5987,2017-08-18,2017,8,18,4,0,13,23,30,34,40,11,140,28.0,13,40,27,2,3,0
5988,2017-08-22,2017,8,22,1,0,15,19,31,36,44,9,145,29.0,15,44,29,3,2,0
5989,2017-08-25,2017,8,25,4,0,2,15,23,28,32,2,100,20.0,2,32,30,2,3,1
5990,2017-08-29,2017,8,29,1,0,12,13,17,19,34,11,95,19.0,12,34,22,3,2,0
5991,2017-09-01,2017,9,1,4,0,11,13,31,39,41,15,135,27.0,11,41,30,5,0,0
5992,2017-09-05,2017,9,5,1,0,2,13,14,15,32,6,76,15.2,2,32,30,2,3,1
5993,2017-09-08,2017,9,8,4,0,6,7,34,39,42,12,128,25.6,6,42,36,2,3,1
5994,2017-09-12,2017,9,12,1,0,2,3,11,29,41,15,86,17.2,2,41,39,4,1,0
5995,2017-09-15,2017,9,15,4,0,11,16,24,28,44,6,123,24.6,11,44,33,1,4,1
5996,2017-09-19,2017,9,19,1,0,15,22,25,36,39,19,137,27.4,15,39,24,3,2,0
5997,2017-09-22,2017,9,22,4,0,4,12,28,30,39,3,113,22.6,4,39,35,1,4,0
5998,2017-09-26,2017,9,26,1,0,9,17,33,42,45,13,146,29.2,9,45,36,4,1,0
5999,2017-09-29,2017,9,29,4,0,26,28,32,39,42,9,167,33.4,26,42,16,1,4,0
6000,2017-10-03,2017,10,3,1,0,7,26,35,36,39,14,143,28.6,7,39,32,3,2,1
6001,2017-10-06,2017,10,6,4,0,18,22,23,31,38,17,132,26.4,18,38,20,2,3,0
6002,2017-10-10,2017,10,10,1,0,13,15,25,29,39,14,121,24.2,13,39,26,5,0,1
6003,2017-10-13,2017,10,13,4,0,5,8,25,30,32,17,100,20.0,5,32,27,2,3,0
6004,2017-10-17,2017,10,17,1,0,1,3,10,39,43,13,96,19.2,1,43,42,4,1,0
6005,2017-10-20,2017,10,20,4,0,19,20,24,26,30,20,119,23.8,19,30,11,1,4,1
6006,2017-10-24,2017,10,24,1,0,13,26,37,42,44,3,162,32.4,13,44,31,2,3,0
6007,2017-10-27,2017,10,27,4,0,14,15,21,29,45,6,124,24.8,14,45,31,4,1,1
6008,2017-10-31,2017,10,31,1,0,6,10,16,36,43,17,111,22.2,6,43,37,1,4,0
6009,2017-11-03,2017,11,3,4,0,3,17,19,23,44,19,106,21.2,3,44,41,4,1,0
6010,2017-11-07,2017,11,7,1,0,9,10,22,34,44,18,119,23.8,9,44,35,1,4,1
6011,2017-11-10,2017,11,10,4,0,13,28,31,33,44,8,149,29.8,13,44,31,3,2,1
6012,2017-11-14,2017,11,14,1,0,8,21,25,34,41,20,129,25.8,8,41,33,3,2,1
6013,2017-11-17,2017,11,17,4,0,13,14,24,36,42,20,129,25.8,13,42,29,1,4,1
6014,2017-11-21,2017,11,21,1,0,16,23,32,34,41,18,146,29.2,16,41,25,2,3,1
6015,2017-11-24,2017,11,24,4,0,4,14,29,37,43,18,127,25.4,4,43,39,3,2,1
6016,2017-11-28,2017,11,28,1,0,7,11,28,38,39,14,123,24.6,7,39,32,3,2,1
6017,2017-12-01,2017,12,1,4,0,8,11,22,28,29,1,98,19.6,8,29,21,2,3,0
6018,2017-12-05,2017,12,5,1,0,4,8,19,32,40,18,103,20.6,4,40,36,1,4,1
6019,2017-12-08,2017,12,8,4,0,3,8,17,22,27,13,77,15.4,3,27,24,3,2,0
6020,2017-12-12,2017,12,12,1,0,7,10,15,24,39,19,95,19.0,7,39,32,3,2,0
6021,2017-12-15,2017,12,15,4,0,2,9,10,17,44,18,82,16.4,2,44,42,2,3,1
6022,2017-12-19,2017,12,19,1,0,3,7,11,43,44,4,108,21.6,3,44,41,4,1,1
6023,2017-12-22,2017,12,22,4,0,5,9,16,19,31,3,80,16.0,5,31,26,4,1,0
6024,2017-12-26,2017,12,26,1,0,13,14,29,42,44,4,142,28.4,13,44,31,2,3,1
6025,2017-12-29,2017,12,29,4,0,3,7,21,41,42,18,114,22.8,3,42,39,4,1,1
6026,2018-01-02,2018,1,2,1,0,21,29,30,34,37,20,151,30.2,21,37,16,3,2,1
6027,2018-01-05,2018,1,5,4,0,8,31,34,35,44,4,152,30.4,8,44,36,2,3,1
6028,2018-01-09,2018,1,9,1,0,4,11,18,19,40,19,92,18.4,4,40,36,2,3,0
6029,2018-01-12,2018,1,12,4,0,15,17,20,25,42,19,119,23.8,15,42,27,3,2,0
6030,2018-01-16,2018,1,16,1,0,12,27,29,35,36,15,139,27.8,12,36,24,3,2,0
6031,2018-01-19,2018,1,19,4,0,1,3,13,24,27,12,68,13.6,1,27,26,4,1,1
6032,2018-01-23,2018,1,23,1,0,3,28,40,41,42,8,154,30.8,3,42,39,2,3,1
6033,2018-01-26,2018,1,26,4,0,6,8,14,22,25,3,75,15.0,6,25,19,1,4,0
6034,2018-01-30,2018,1,30,1,0,8,20,41,42,43,4,154,30.8,8,43,35,2,3,1
6035,2018-02-02,2018,2,2,4,0,10,13,30,36,45,19,134,26.8,10,45,35,2,3,0
6036,2018-02-06,2018,2,6,1,0,6,7,21,27,40,15,101,20.2,6,40,34,3,2,0
6037,2018-02-09,2018,2,9,4,0,1,8,10,26,39,17,84,16.8,1,39,38,2,3,0
6038,2018-02-13,2018,2,13,1,0,5,10,12,29,42,8,98,19.6,5,42,37,2,3,1
6039,2018-02-16,2018,2,16,4,0,2,8,26,28,30,2,94,18.8,2,30,28,0,5,1
6040,2018-02-20,2018,2,20,1,0,8,27,30,33,42,3,140,28.0,8,42,34,2,3,0
6041,2018-02-23,2018,2,23,4,0,15,20,31,36,45,17,147,29.4,15,45,30,3,2,0
6042,2018-02-27,2018,2,27,1,0,6,16,18,33,34,13,107,21.4,6,34,28,1,4,0
6043,2018-03-02,2018,3,2,4,0,1,14,27,33,40,12,115,23.0,1,40,39,3,2,1
6044,2018-03-06,2018,3,6,1,0,12,24,29,35,36,1,136,27.2,12,36,24,2,3,0
6045,2018-03-09,2018,3,9,4,0,9,11,20,26,34,10,100,20.0,9,34,25,2,3,1
6046,2018-03-13,2018,3,13,1,0,13,26,31,37,43,15,150,30.0,13,43,30,4,1,0
6047,2018-03-16,2018,3,16,4,0,8,17,29,31,38,5,123,24.6,8,38,30,3,2,0
6048,2018-03-20,2018,3,20,1,0,5,21,35,37,40,9,138,27.6,5,40,35,4,1,0
6049,2018-03-23,2018,3,23,4,0,3,23,24,35,37,9,122,24.4,3,37,34,4,1,0
6050,2018-03-27,2018,3,27,1,0,4,9,12,18,31,6,74,14.8,4,31,27,2,3,1
6051,2018-03-30,2018,3,30,4,0,8,19,34,37,41,11,139,27.8,8,41,33,3,2,0
6052,2018-04-03,2018,4,3,1,0,4,13,16,33,40,2,106,21.2,4,40,36,2,3,1
6053,2018-04-06,2018,4,6,4,0,3,11,26,35,43,3,118,23.6,3,43,40,4,1,0
6054,2018-04-10,2018,4,10,1,0,2,14,17,31,34,19,98,19.6,2,34,32,2,3,0
6055,2018-04-13,2018,4,13,4,0,6,9,21,23,30,14,89,17.8,6,30,24,3,2,1
6056,2018-04-17,2018,4,17,1,0,3,6,7,16,33,17,65,13.0,3,33,30,3,2,0
6057,2018-04-20,2018,4,20,4,0,5,13,20,31,35,9,104,20.8,5,35,30,4,1,0
6058,2018-04-24,2018,4,24,1,0,6,16,17,39,43,4,121,24.2,6,43,37,3,2,1
6059,2018-04-27,2018,4,27,4,0,2,8,12,20,43,6,85,17.0,2,43,41,1,4,1
6060,2018-05-01,2018,5,1,1,0,8,17,29,40,42,11,136,27.2,8,42,34,2,3,0
6061,2018-05-04,2018,5,4,4,0,4,9,11,12,25,6,61,12.2,4,25,21,3,2,1
6062,2018-05-08,2018,5,8,1,0,3,4,6,26,44,5,83,16.6,3,44,41,1,4,0
